,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Document Date,Quantity in L,SH_Customer No,state
14931,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2016-01,25.0,TO,Q339,22239,Gympie STP,2016-01,19083.969465648854,41458,qld
15281,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-12,25.0,TO,Q339,10422,GYMPIE WTP Jones Hill,2015-12,19083.969465648854,41458,qld
15288,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-12,8.45,TO,Q339,47251,Rainbow Beach,2015-12,6450.381679389312,41458,qld
15289,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-12,9.1,TO,Q339,47252,Tin Can Bay,2015-12,6946.564885496183,41458,qld
15290,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-12,7.8,TO,Q339,47245,Cooloola Cove STP,2015-12,5954.198473282442,41458,qld
15379,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-11,25.0,TO,Q339,28250,South Caboolture WRP,2015-11,19083.969465648854,49782,qld
15504,20387,Aquatec Maxcon Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-11,37.0,TO,N214,59872,Grahamstown WTP,2015-11,28244.274809160306,20387,qld
15538,20387,Aquatec Maxcon Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-11,37.0,TO,N214,59872,Grahamstown WTP,2015-10,28244.274809160306,20387,qld
15549,20387,Aquatec Maxcon Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-11,37.0,TO,N214,59872,Grahamstown WTP,2015-10,28244.274809160306,20387,qld
15558,20387,Aquatec Maxcon Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-11,37.0,TO,N214,59872,Grahamstown WTP,2015-10,28244.274809160306,20387,qld
15566,20387,Aquatec Maxcon Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-11,37.0,TO,N214,59872,Grahamstown WTP,2015-10,28244.274809160306,20387,qld
15585,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-10,25.0,TO,Q339,22239,Gympie STP,2015-10,19083.969465648854,41458,qld
15599,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-10,7.8,TO,Q339,47252,Tin Can Bay,2015-10,5954.198473282442,41458,qld
15600,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-10,9.1,TO,Q339,47251,Rainbow Beach,2015-10,6946.564885496183,41458,qld
15601,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-10,7.8,TO,Q339,47245,Cooloola Cove STP,2015-10,5954.198473282442,41458,qld
15687,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-10,25.0,TO,Q339,10422,GYMPIE WTP Jones Hill,2015-10,19083.969465648854,41458,qld
15903,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-09,25.0,TO,Q339,22239,Gympie STP,2015-08,19083.969465648854,41458,qld
15910,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-09,7.5,TO,Q339,47252,Tin Can Bay,2015-08,5725.1908396946565,41458,qld
15911,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-09,5.5,TO,Q339,47245,Cooloola Cove STP,2015-08,4198.473282442748,41458,qld
15912,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-09,9.0,TO,Q339,47251,Rainbow Beach,2015-08,6870.229007633588,41458,qld
15995,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-08,25.0,TO,Q339,10422,GYMPIE WTP Jones Hill,2015-08,19083.969465648854,41458,qld
16008,10464,Stanwell Power Station,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-08,20.0,TO,Q307,10466,Stanwell Power Station,2015-08,15267.175572519083,10464,qld
16010,10464,Stanwell Power Station,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-08,20.0,TO,Q307,10466,Stanwell Power Station,2015-08,15267.175572519083,10464,qld
16094,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-07,25.0,TO,Q339,22239,Gympie STP,2015-07,19083.969465648854,41458,qld
16095,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-07,8.2,TO,Q339,47252,Tin Can Bay,2015-07,6259.541984732824,41458,qld
16096,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-07,8.1,TO,Q339,47245,Cooloola Cove STP,2015-07,6183.206106870229,41458,qld
16097,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-07,8.7,TO,Q339,47251,Rainbow Beach,2015-07,6641.221374045801,41458,qld
16273,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-06,25.0,TO,Q339,22239,Gympie STP,2015-06,19083.969465648854,41458,qld
16361,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-06,25.0,TO,Q339,10422,GYMPIE WTP Jones Hill,2015-05,19083.969465648854,41458,qld
16409,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-05,7.8,TO,Q339,47252,Tin Can Bay,2015-05,5954.198473282442,41458,qld
16410,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-05,7.15,TO,Q339,47245,Cooloola Cove STP,2015-05,5458.015267175572,41458,qld
16411,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-05,6.5,TO,Q339,47251,Rainbow Beach,2015-05,4961.832061068702,41458,qld
16663,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-04,8.0,TO,Q339,47252,Tin Can Bay,2015-04,6106.8702290076335,41458,qld
16664,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-04,8.0,TO,Q339,47245,Cooloola Cove STP,2015-04,6106.8702290076335,41458,qld
16665,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-04,9.0,TO,Q339,47251,Rainbow Beach,2015-04,6870.229007633588,41458,qld
16705,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-04,24.0,TO,Q339,41489,Dinmore Processing Plant,2015-04,18320.6106870229,10247,qld
16747,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-04,25.0,TO,Q339,10422,GYMPIE WTP Jones Hill,2015-03,19083.969465648854,41458,qld
16761,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-03,25.0,TO,Q339,22239,Gympie STP,2015-03,19083.969465648854,41458,qld
16762,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-03,24.0,TO,Q339,41489,Dinmore Processing Plant,2015-03,18320.6106870229,10247,qld
16827,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-03,24.0,TO,Q339,41489,Dinmore Processing Plant,2015-03,18320.6106870229,10247,qld
16930,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-03,24.0,TO,Q339,41489,Dinmore Processing Plant,2015-03,18320.6106870229,10247,qld
16958,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-03,25.0,TO,Q339,22239,Gympie STP,2015-02,19083.969465648854,41458,qld
17035,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,12.0,TO,Q339,22239,Gympie STP,2015-02,9160.30534351145,41458,qld
17036,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,13.0,TO,Q339,10422,GYMPIE WTP Jones Hill,2015-02,9923.664122137405,41458,qld
17048,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,7.6,TO,Q339,47252,Tin Can Bay,2015-02,5801.526717557252,41458,qld
17049,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,7.8,TO,Q339,47245,Cooloola Cove STP,2015-02,5954.198473282442,41458,qld
17050,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,9.6,TO,Q339,47251,Rainbow Beach,2015-02,7328.24427480916,41458,qld
17063,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,24.0,TO,Q339,41489,Dinmore Processing Plant,2015-02,18320.6106870229,10247,qld
17201,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-02,24.0,TO,Q339,41489,Dinmore Processing Plant,2015-02,18320.6106870229,10247,qld
17283,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,25.0,TO,Q339,10422,GYMPIE WTP Jones Hill,2015-01,19083.969465648854,41458,qld
17284,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,12.0,TO,Q339,41489,Dinmore Processing Plant,2015-01,9160.30534351145,10247,qld
17417,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,24.0,TO,Q339,41489,Dinmore Processing Plant,2015-01,18320.6106870229,10247,qld
17456,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,25.0,TO,Q339,22239,Gympie STP,2015-01,19083.969465648854,41458,qld
17491,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,8.5,TO,Q339,47252,Tin Can Bay,2015-01,6488.5496183206105,41458,qld
17492,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,6.5,TO,Q339,47245,Cooloola Cove STP,2015-01,4961.832061068702,41458,qld
17493,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2015-01,10.0,TO,Q339,47251,Rainbow Beach,2015-01,7633.587786259542,41458,qld
17625,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,25.0,TO,Q339,10422,GYMPIE WTP Jones Hill,2014-12,19083.969465648854,41458,qld
17652,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,24.0,TO,Q339,41489,Dinmore Processing Plant,2014-12,18320.6106870229,10247,qld
17733,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,25.0,TO,Q339,22239,Gympie STP,2014-12,19083.969465648854,41458,qld
17826,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-12,25.0,TO,Q339,41489,Dinmore Processing Plant,2014-11,19083.969465648854,10247,qld
17857,10464,Stanwell Power Station,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,20.0,TO,Q307,10466,Stanwell Power Station,2014-11,15267.175572519083,10464,qld
17896,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,25.0,TO,Q339,41489,Dinmore Processing Plant,2014-11,19083.969465648854,10247,qld
17897,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,25.0,TO,Q339,22239,Gympie STP,2014-11,19083.969465648854,41458,qld
17903,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,9.36,TO,Q339,47252,Tin Can Bay,2014-11,7145.038167938931,41458,qld
17904,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,7.15,TO,Q339,47245,Cooloola Cove STP,2014-11,5458.015267175572,41458,qld
17905,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,7.54,TO,Q339,47251,Rainbow Beach,2014-11,5755.725190839695,41458,qld
17959,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,25.0,TO,Q339,22239,Gympie STP,2014-11,19083.969465648854,41458,qld
18005,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-11,24.0,TO,Q339,41489,Dinmore Processing Plant,2014-10,18320.6106870229,10247,qld
18035,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,6.5,TO,Q339,22239,Gympie STP,2014-10,4961.832061068702,41458,qld
18061,49781,Unitywater North (Sunshine Coast),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,22.0,TO,Q339,10340,Cooroy STP,2014-10,16793.893129770993,49781,qld
18137,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,25.0,TO,Q339,10422,GYMPIE WTP Jones Hill,2014-10,19083.969465648854,41458,qld
18156,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,24.0,TO,Q339,41489,Dinmore Processing Plant,2014-10,18320.6106870229,10247,qld
18251,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,24.0,TO,Q339,41489,Dinmore Processing Plant,2014-09,18320.6106870229,10247,qld
18262,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,25.0,TO,Q339,22239,Gympie STP,2014-09,19083.969465648854,41458,qld
18288,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,9.0,TO,Q339,47252,Tin Can Bay,2014-09,6870.229007633588,41458,qld
18289,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,6.76,TO,Q339,47245,Cooloola Cove STP,2014-09,5160.30534351145,41458,qld
18290,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-10,9.24,TO,Q339,47251,Rainbow Beach,2014-09,7053.435114503817,41458,qld
18321,41457,Mackay Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-09,8.0,TO,Q339,5628,Mirani WWTP,2014-09,6106.8702290076335,41457,qld
18351,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-09,24.0,TO,Q339,41489,Dinmore Processing Plant,2014-09,18320.6106870229,10247,qld
18436,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-09,24.0,TO,Q339,41489,Dinmore Processing Plant,2014-09,18320.6106870229,10247,qld
18475,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-08,12.0,TO,Q339,10365,Bribie Island STP,2014-08,9160.30534351145,49782,qld
18484,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-08,25.0,TO,Q339,10422,GYMPIE WTP Jones Hill,2014-08,19083.969465648854,41458,qld
18501,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-08,6.8,TO,Q339,47245,Cooloola Cove STP,2014-08,5190.839694656488,41458,qld
18502,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-08,9.75,TO,Q339,47251,Rainbow Beach,2014-08,7442.748091603054,41458,qld
18503,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-08,8.45,TO,Q339,47252,Tin Can Bay,2014-08,6450.381679389312,41458,qld
18520,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-08,24.0,TO,Q339,41489,Dinmore Processing Plant,2014-08,18320.6106870229,10247,qld
18572,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-08,24.0,TO,Q206,41489,Dinmore Processing Plant,2014-07,18320.6106870229,10247,qld
18611,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,25.0,TO,Q206,55556,Maroochydore TP,2014-07,19083.969465648854,49782,qld
18626,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,24.0,TO,Q206,41489,Dinmore Processing Plant,2014-07,18320.6106870229,10247,qld
18648,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,25.0,TO,Q206,55556,Maroochydore TP,2014-07,19083.969465648854,49782,qld
18674,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,25.0,TO,Q206,55556,Maroochydore TP,2014-07,19083.969465648854,49782,qld
18681,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,25.0,TO,Q206,22239,Gympie STP,2014-07,19083.969465648854,41458,qld
18690,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,24.0,TO,Q206,41489,Dinmore Processing Plant,2014-07,18320.6106870229,10247,qld
18693,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,6.5,TO,Q206,47251,Rainbow Beach,2014-07,4961.832061068702,41458,qld
18694,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,9.8,TO,Q206,47252,Tin Can Bay,2014-07,7480.916030534351,41458,qld
18695,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,6.5,TO,Q206,47245,Cooloola Cove STP,2014-07,4961.832061068702,41458,qld
18709,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,25.0,TO,Q206,55556,Maroochydore TP,2014-07,19083.969465648854,49782,qld
18732,41457,Mackay Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,7.0,TO,Q307,5628,Mirani WWTP,2014-06,5343.511450381679,41457,qld
18738,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,7.0,TO,Q206,50154,Woodford STP,2014-06,5343.511450381679,49782,qld
18745,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-07,25.0,TO,Q206,28250,South Caboolture WRP,2014-06,19083.969465648854,49782,qld
18780,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,24.0,TO,Q206,41489,Dinmore Processing Plant,2014-06,18320.6106870229,10247,qld
18792,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,25.0,TO,Q206,55556,Maroochydore TP,2014-06,19083.969465648854,49782,qld
18800,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,12.0,TO,Q206,10365,Bribie Island STP,2014-06,9160.30534351145,49782,qld
18805,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,25.0,TO,Q206,22239,Gympie STP,2014-06,19083.969465648854,41458,qld
18822,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,20.0,TO,Q206,10767,Murrumba Downs WWTP,2014-06,15267.175572519083,49782,qld
18829,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,25.0,TO,Q206,55556,Maroochydore TP,2014-06,19083.969465648854,49782,qld
18840,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,25.0,TO,Q206,28250,South Caboolture WRP,2014-06,19083.969465648854,49782,qld
18842,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,15.0,TO,Q206,10769,Brendale STP,2014-06,11450.381679389313,49782,qld
18868,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,24.0,TO,Q206,41489,Dinmore Processing Plant,2014-06,18320.6106870229,10247,qld
18870,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,25.0,TO,Q206,55556,Maroochydore TP,2014-06,19083.969465648854,49782,qld
18877,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,25.0,TO,Q206,22239,Gympie STP,2014-06,19083.969465648854,41458,qld
18895,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-06,25.0,TO,Q206,55556,Maroochydore TP,2014-05,19083.969465648854,49782,qld
18917,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,25.0,TO,Q206,28250,South Caboolture WRP,2014-05,19083.969465648854,49782,qld
18918,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,6.76,TO,Q206,47245,Cooloola Cove STP,2014-05,5160.30534351145,41458,qld
18919,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,8.06,TO,Q206,47251,Rainbow Beach,2014-05,6152.671755725191,41458,qld
18920,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,8.58,TO,Q206,47252,Tin Can Bay,2014-05,6549.618320610687,41458,qld
18933,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,25.0,TO,Q206,55556,Maroochydore TP,2014-05,19083.969465648854,49782,qld
18943,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,24.0,TO,Q206,41489,Dinmore Processing Plant,2014-05,18320.6106870229,10247,qld
18970,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,15.0,TO,Q206,10769,Brendale STP,2014-05,11450.381679389313,49782,qld
18972,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,25.0,TO,Q206,55556,Maroochydore TP,2014-05,19083.969465648854,49782,qld
18990,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,8.0,TO,Q206,10340,Cooroy STP,2014-05,6106.8702290076335,49782,qld
18991,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,8.0,TO,Q206,56416,Maleny STP,2014-05,6106.8702290076335,49782,qld
19001,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,25.0,TO,Q206,28250,South Caboolture WRP,2014-05,19083.969465648854,49782,qld
19002,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,25.0,TO,Q206,55556,Maroochydore TP,2014-05,19083.969465648854,49782,qld
19014,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,24.0,TO,Q206,41489,Dinmore Processing Plant,2014-05,18320.6106870229,10247,qld
19023,41386,Gladstone Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,1.3,TO,Q206,30826,Yarwun WWTP,2014-04,992.3664122137404,41386,qld
19027,41386,Gladstone Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,6.5,TO,Q206,52708,Tannum Sands STP,2014-04,4961.832061068702,41386,qld
19043,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-05,25.0,TO,Q206,55556,Maroochydore TP,2014-05,19083.969465648854,49782,qld
19091,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,25.0,TO,Q206,55556,Maroochydore TP,2014-04,19083.969465648854,49782,qld
19096,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,24.0,TO,Q206,41489,Dinmore Processing Plant,2014-04,18320.6106870229,10247,qld
19105,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,12.0,TO,Q206,21758,Burpengary East STP,2014-04,9160.30534351145,49782,qld
19130,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,25.0,TO,Q206,55556,Maroochydore TP,2014-04,19083.969465648854,49782,qld
19139,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,25.0,TO,Q206,10422,GYMPIE WTP Jones Hill,2014-04,19083.969465648854,41458,qld
19140,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,7.8,TO,Q206,47252,Tin Can Bay,2014-04,5954.198473282442,41458,qld
19141,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,9.1,TO,Q206,47251,Rainbow Beach,2014-04,6946.564885496183,41458,qld
19142,41458,Gympie Regional Council,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,7.8,TO,Q206,47245,Cooloola Cove STP,2014-04,5954.198473282442,41458,qld
19148,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,15.0,TO,Q206,10769,Brendale STP,2014-04,11450.381679389313,49782,qld
19151,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,25.0,TO,Q206,28250,South Caboolture WRP,2014-04,19083.969465648854,49782,qld
19160,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,25.0,TO,Q206,28250,South Caboolture WRP,2014-04,19083.969465648854,49782,qld
19173,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,20.0,TO,Q206,10767,Murrumba Downs WWTP,2014-04,15267.175572519083,49782,qld
19174,10247,JBS Australia Pty Ltd - Dinmore,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,24.0,TO,Q206,41489,Dinmore Processing Plant,2014-04,18320.6106870229,10247,qld
19188,49782,Unitywater South (Moreton Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2014-04,7.0,TO,Q206,50154,Woodford STP,2014-04,5343.511450381679,49782,qld
