,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party,Chemical product
46,97122,Ecolutia Services Pty. Ltd.,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2013-07,1.0,DRM,V305,97122,Cash Sale Account - Ixom Operations,200.0,vic,ALUSUL08
47,97122,Amberfield Farm Pty Ltd,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2013-07,2.0,DRM,V127,97122,Cash Sale Account - Ixom Operations,400.0,vic,ALUSUL08
52,97122,Amberfield Farm Pty Ltd,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2012-12,2.0,DRM,V127,97122,Cash Sale Account - Ixom Operations,400.0,vic,ALUSUL08
61,97122,Amberfield Farm Pty Ltd,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2012-03,2.0,DRM,V127,97122,Cash Sale Account - Ixom Operations,400.0,vic,ALUSUL08
63,97122,Crane's Asphalting,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2011-12,3.0,DRM,V127,97122,Cash Sale Account - Ixom Operations,600.0,vic,ALUSUL08
69,97122,Cranes Asphalting & Bitumen Sealing,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2011-03,3.0,DRM,V127,97122,Cash Sale Account - Ixom Operations,600.0,vic,ALUSUL08
70,38462,AS & PE Van Roy,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2011-02,2.0,DRM,V127,38555,AS & PE Van Roy - Pakenham,400.0,vic,ALUSUL08
72,97122,Cranes Asphalting & Bitumen Sealing,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2010-12,3.0,DRM,V127,97122,Cash Sale Account - Ixom Operations,600.0,vic,ALUSUL08
74,97122,Cranes Asphalting & Bitumen Sealing,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2010-11,2.0,DRM,V127,97122,Cash Sale Account - Ixom Operations,400.0,vic,ALUSUL08
88,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2021-03,2.0,BOX,V127,2199,Kemira Australia Pty Ltd,2000.0,vic,ALUSUL08
89,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2021-02,7.77,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,5931.297709923664,vic,ALUSUL08
96,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-12,2.0,TO,V127,2199,Kemira Australia Pty Ltd,1526.7175572519084,vic,ALUSUL08
97,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-12,2.0,TO,V127,2199,Kemira Australia Pty Ltd,1526.7175572519084,vic,ALUSUL08
114,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-07,7.77,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,5931.297709923664,vic,ALUSUL08
118,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-06,2.59,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,1977.0992366412213,vic,ALUSUL08
120,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-06,5.18,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,3954.1984732824426,vic,ALUSUL08
123,49057,Paper Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-05,3.0,BOX,V127,8030,Australian Paper - Maryvale Mill,3000.0,vic,ALUSUL08
124,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-05,6.0,BOX,V127,2199,Kemira Australia Pty Ltd,6000.0,vic,ALUSUL08
128,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-04,6.0,BOX,V127,2199,Kemira Australia Pty Ltd,6000.0,vic,ALUSUL08
135,49057,Paper Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-03,4.0,BOX,V127,8030,Australian Paper - Maryvale Mill,4000.0,vic,ALUSUL08
137,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-02,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
138,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-02,2.59,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,1977.0992366412213,vic,ALUSUL08
146,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-12,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
149,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-12,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
152,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-11,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
154,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-11,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
161,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-10,9.0,BOX,V127,2199,Kemira Australia Pty Ltd,9000.0,vic,ALUSUL08
166,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-09,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
172,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-08,5.18,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,3954.1984732824426,vic,ALUSUL08
173,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-08,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
174,49057,Paper Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-07,4.0,BOX,V127,50134,Drop Point 27 - Waste Water Area,4000.0,vic,ALUSUL08
176,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-07,8.0,BOX,V127,2199,Kemira Australia Pty Ltd,8000.0,vic,ALUSUL08
179,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-07,5.18,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,3954.1984732824426,vic,ALUSUL08
180,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-07,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
182,55486,Lend Lease Services Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-07,4.0,BOX,V127,7950,Cohuna Water Treatment Plant,4000.0,vic,ALUSUL08
183,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-06,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
185,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-06,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
186,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-05,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
190,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-05,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
191,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-05,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
192,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-04,1.0,BOX,V127,2199,Kemira Australia Pty Ltd,1000.0,vic,ALUSUL08
193,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-04,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
200,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-04,12.0,BOX,V127,2199,Kemira Australia Pty Ltd,12000.0,vic,ALUSUL08
203,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-03,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
206,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-03,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
211,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-03,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
214,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-02,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
217,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-01,12.0,BOX,V127,2199,Kemira Australia Pty Ltd,12000.0,vic,ALUSUL08
220,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-01,8.0,BOX,V127,2199,Kemira Australia Pty Ltd,8000.0,vic,ALUSUL08
225,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-01,8.0,BOX,V127,2199,Kemira Australia Pty Ltd,8000.0,vic,ALUSUL08
230,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-12,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
236,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-11,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
240,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-10,5.0,BOX,V127,2199,Kemira Australia Pty Ltd,5000.0,vic,ALUSUL08
241,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-10,6.0,BOX,V127,2199,Kemira Australia Pty Ltd,6000.0,vic,ALUSUL08
243,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-10,8.0,BOX,V127,2199,Kemira Australia Pty Ltd,8000.0,vic,ALUSUL08
248,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-09,6.0,BOX,V127,2199,Kemira Australia Pty Ltd,6000.0,vic,ALUSUL08
252,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-08,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
253,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-08,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
254,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-08,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
255,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-08,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
256,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-08,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
257,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-08,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
258,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-08,6.475,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,4942.748091603053,vic,ALUSUL08
259,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-08,5.0,BOX,V127,2199,Kemira Australia Pty Ltd,5000.0,vic,ALUSUL08
267,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-07,10.0,BOX,V127,2199,Kemira Australia Pty Ltd,10000.0,vic,ALUSUL08
271,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-06,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
279,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-05,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
282,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-05,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
290,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-04,6.475,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,4942.748091603053,vic,ALUSUL08
291,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-04,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
295,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-04,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
302,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-03,3.0,BOX,V127,2199,Kemira Australia Pty Ltd,3000.0,vic,ALUSUL08
308,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-02,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
317,61529,OJI Fibre Solutions (Aust) Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-01,1.31,TO,V305,61529,OJI Fibre Solutions (Aust) Pty Ltd,1000.0,vic,ALUSUL08
319,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-01,14.0,BOX,V127,2199,Kemira Australia Pty Ltd,14000.0,vic,ALUSUL08
322,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-12,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
328,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-11,5.0,BOX,V127,2199,Kemira Australia Pty Ltd,5000.0,vic,ALUSUL08
329,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-11,4.0,BOX,V127,2199,Kemira Australia Pty Ltd,4000.0,vic,ALUSUL08
339,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-10,5.0,BOX,V127,2199,Kemira Australia Pty Ltd,5000.0,vic,ALUSUL08
340,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-10,1.0,BOX,V127,2199,Kemira Australia Pty Ltd,1000.0,vic,ALUSUL08
344,11764,Hempel (Wattyl) Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-10,2.0,BOX,V305,57184,Valspar Paint (SA) Pty Ltd,2000.0,vic,ALUSUL08
345,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-09,2.0,BOX,V127,2199,Kemira Australia Pty Ltd,2000.0,vic,ALUSUL08
346,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-09,5.0,BOX,V127,2199,Kemira Australia Pty Ltd,5000.0,vic,ALUSUL08
347,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-09,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
351,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-08,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
357,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
358,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
362,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
363,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
364,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
365,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
367,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
368,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
369,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
370,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
371,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
375,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-05,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
381,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-04,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
382,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-04,7.0,BOX,V305,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
391,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-03,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
392,61529,OJI Fibre Solutions (Aust) Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-02,1.31,TO,V305,61529,OJI Fibre Solutions (Aust) Pty Ltd,1000.0,vic,ALUSUL08
396,7852,Barwon Region Water Authority,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-02,1.0,BOX,V305,11247,Colac WTP,1000.0,vic,ALUSUL08
400,55486,Lend Lease Services Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-02,2.0,BOX,V305,56590,Goornong WTP,2000.0,vic,ALUSUL08
402,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-01,9.0,BOX,V127,2199,Kemira Australia Pty Ltd,9000.0,vic,ALUSUL08
403,7852,Barwon Region Water Authority,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-01,1.0,BOX,V305,11247,Colac WTP,1000.0,vic,ALUSUL08
404,97376,BIS INDUSTRIES,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-01,1.0,BOX,T101,97376,Cash Sale-Ixom AU-Credit Card Payme,1000.0,vic,ALUSUL08
405,7852,Barwon Region Water Authority,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-12,1.0,BOX,V305,11247,Colac WTP,1000.0,vic,ALUSUL08
406,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-12,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
408,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-12,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
409,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-12,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
415,7852,Barwon Region Water Authority,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-11,1.0,BOX,V305,11247,Colac WTP,1000.0,vic,ALUSUL08
418,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-11,9.0,BOX,V127,2199,Kemira Australia Pty Ltd,9000.0,vic,ALUSUL08
423,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-10,9.0,BOX,V127,2199,Kemira Australia Pty Ltd,9000.0,vic,ALUSUL08
425,7852,Barwon Region Water Authority,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-10,1.0,BOX,V305,11247,Colac WTP,1000.0,vic,ALUSUL08
429,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-09,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
435,7852,Barwon Region Water Authority,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-08,1.0,BOX,V305,11247,Colac WTP,1000.0,vic,ALUSUL08
439,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-08,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
440,2199,Kemira Australia Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-08,7.0,BOX,V127,2199,Kemira Australia Pty Ltd,7000.0,vic,ALUSUL08
442,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-07,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
443,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-07,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
444,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-07,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
445,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-07,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
446,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-07,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
447,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-07,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
448,47795,MMG Australia Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-07,1.295,TO,T101,19590,MMG Rosebery c/- De Bruyn Transport,988.5496183206106,vic,ALUSUL08
