,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,SH_Customer No,state
45657,62944,Mid-Coast Council,PAC10LB-B,PAC 10LB Solution BULK,2020-08,6.0,TO,N118,65904,Manning Point STP,5042.01680672269,62944,nsw
45681,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2014-07,7.2,TO,N118,55633,ECRL GWTP,6050.420168067228,52419,nsw
45687,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2014-04,9.52,TO,N118,55633,ECRL GWTP,8000.0,52419,nsw
45695,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2014-02,7.2,TO,N118,55633,ECRL GWTP,6050.420168067228,52419,nsw
45699,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2013-12,6.0,TO,N118,55633,ECRL GWTP,5042.01680672269,52419,nsw
45702,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2013-10,6.0,TO,N118,55633,ECRL GWTP,5042.01680672269,52419,nsw
45707,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2013-08,6.0,TO,N118,55633,ECRL GWTP,5042.01680672269,52419,nsw
45711,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2013-07,6.0,TO,N118,55633,ECRL GWTP,5042.01680672269,52419,nsw
45714,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2013-05,4.8,TO,N118,53633,Epping Chatswood Rail Link GWTP,4033.6134453781515,52419,nsw
45717,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2013-04,6.0,TO,N118,53633,Epping Chatswood Rail Link GWTP,5042.01680672269,52419,nsw
45723,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2013-03,7.14,TO,N118,53633,Epping Chatswood Rail Link GWTP,6000.0,52419,nsw
45729,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2013-02,4.841,TO,N118,53633,Epping Chatswood Rail Link GWTP,4068.067226890757,52419,nsw
45732,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2012-12,4.8,TO,N118,53633,Epping Chatswood Rail Link GWTP,4033.6134453781515,52419,nsw
45737,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2012-11,8.4,TO,N118,53633,Epping Chatswood Rail Link GWTP,7058.823529411766,52419,nsw
45743,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2012-10,5.84,TO,N118,53633,Epping Chatswood Rail Link GWTP,4907.563025210085,52419,nsw
45744,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2012-08,6.0,TO,N118,53633,Epping Chatswood Rail Link GWTP,5042.01680672269,52419,nsw
45748,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2012-07,6.0,TO,N118,53633,Epping Chatswood Rail Link GWTP,5042.01680672269,52419,nsw
45753,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2012-06,0.03,TO,N118,53633,Epping Chatswood Rail Link GWTP,25.210084033613448,52419,nsw
45754,52419,Tasman Water Technologies Pty Limit,PAC10LB-B,PAC 10LB Solution BULK,2012-06,8.33,TO,N118,53633,Epping Chatswood Rail Link GWTP,7000.000000000001,52419,nsw
45758,38446,PPI Services Pty Ltd,PAC10LB-B,PAC 10LB Solution BULK,2012-05,0.002,TO,N118,39659,PPI Services - Fairfield CC,1.6806722689075633,38446,nsw
45838,40343,Merino Engineering,PAC10LB-B,PAC 10LB Solution BULK,2010-06,0.059,TO,N118,40343,Merino Engineering,49.57983193277311,40343,nsw
