,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,SH_Customer No,state
45354,36123,Cleanaway Operations Pty Ltd,PAC10LB-1000,PAC 10LB Solution 1200KG,2018-07,3.6,TO,N118,36178,Cleanaway Operations,3025.210084033614,36123,qld
45356,36123,Cleanaway Operations Pty Ltd,PAC10LB-1000,PAC 10LB Solution 1200KG,2018-06,1.2,TO,N118,36178,Cleanaway Operations,1008.4033613445379,36123,qld
