,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party,Chemical product
47553,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-10,3.0,IBC,N118,57965,Hazstore,3000.0,vic,PAC23
47554,62148,Solugistics,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-10,21.28,TO,N118,53823,Solugistics,15880.597014925374,vic,PAC23
47555,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-10,3.0,BOX,V305,52541,Jasol / George Weston Foods Ltd,3000.0,vic,PAC23
47556,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-09,3.0,BOX,V305,52541,Jasol / George Weston Foods Ltd,3000.0,vic,PAC23
47558,62148,Solugistics,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-09,21.28,TO,N118,53823,Solugistics,15880.597014925374,vic,PAC23
47560,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-09,1.0,BOX,V305,52541,Jasol / George Weston Foods Ltd,1000.0,vic,PAC23
47561,62148,Solugistics,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-09,18.62,TO,N118,53823,Solugistics,13895.522388059702,vic,PAC23
47562,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-09,1.0,BOX,V305,52541,Jasol / George Weston Foods Ltd,1000.0,vic,PAC23
47564,62148,Solugistics,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-08,21.28,TO,N118,53823,Solugistics,15880.597014925374,vic,PAC23
47570,62148,Solugistics,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-08,21.28,TO,3RDV,62148,Solugistics,15880.597014925374,vic,PAC23
47573,62148,Solugistics,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-08,21.28,TO,N118,53823,Solugistics,15880.597014925374,vic,PAC23
47575,62148,Solugistics,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-07,21.28,TO,N118,53823,Solugistics,15880.597014925374,vic,PAC23
47585,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-05,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47589,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-05,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47591,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-05,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47592,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-05,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47596,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-05,5.0,BOX,V305,8701,Tongala WTP,5000.0,vic,PAC23
47600,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-05,2.0,BOX,V305,8701,Tongala WTP,2000.0,vic,PAC23
47601,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47602,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,1.0,BOX,V305,52541,Jasol / George Weston Foods Ltd,1000.0,vic,PAC23
47606,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47609,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47611,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47617,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47621,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,3.0,BOX,V305,7806,Boneo WRP,3000.0,vic,PAC23
47622,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47626,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47627,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47633,8545,Fonterra Aust Pty Ltd - Stanhope*,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.0,BOX,V305,36142,Fonterra Australia Pty Ltd (Pkgd),1000.0,vic,PAC23
47637,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47638,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47640,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.0,BOX,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47642,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47643,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47644,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47647,49634,SNF Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,4.0,BOX,V305,49634,SNF Australia Pty Ltd,4000.0,vic,PAC23
47650,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47651,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47654,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47655,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47657,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47658,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47659,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47660,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,1.0,IBC,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47662,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47666,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47667,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47669,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,1.0,BOX,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47670,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47674,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47676,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47678,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47680,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47681,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,39127,Rushworth WTP,1000.0,vic,PAC23
47682,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47686,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47687,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47688,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47690,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47695,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,8709,Tatura WTP,1000.0,vic,PAC23
47697,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,59101,Bonnie Doon WTP,1000.0,vic,PAC23
47698,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,8705,Nagambie WTP,1000.0,vic,PAC23
47699,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47701,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47705,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47707,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,52541,Jasol / George Weston Foods Ltd,1000.0,vic,PAC23
47708,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47709,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,8709,Tatura WTP,1000.0,vic,PAC23
47711,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47715,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47717,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,1.0,BOX,V305,52541,Jasol / George Weston Foods Ltd,1000.0,vic,PAC23
47718,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,1.0,IBC,N118,57965,Hazstore,1000.0,vic,PAC23
47721,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47722,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,1.0,BOX,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47725,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,2.0,IBC,N118,57965,Hazstore,2000.0,vic,PAC23
47726,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,5.0,BOX,V305,8701,Tongala WTP,5000.0,vic,PAC23
47727,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47728,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47731,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47732,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,2.0,IBC,N118,57965,Hazstore,2000.0,vic,PAC23
47735,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47737,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47739,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47740,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,1.0,BOX,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47741,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,2.0,IBC,N118,57965,Hazstore,2000.0,vic,PAC23
47743,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47746,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47748,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47749,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,1.0,BOX,V305,38759,Pakenham TP,1000.0,vic,PAC23
47750,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47753,2340,South Gippsland Region Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,4.0,BOX,V305,38960,Leongatha Depot,4000.0,vic,PAC23
47755,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47756,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47760,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47761,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,1.0,BOX,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47768,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,2.0,BOX,V305,31077,Burra Foods Pty Ltd,2000.0,vic,PAC23
47769,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47770,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,1.0,BOX,V305,8705,Nagambie WTP,1000.0,vic,PAC23
47771,97122,Bolte Civil Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,1.0,BOX,N118,97122,Cash Sale Account - Ixom Operations,1000.0,vic,PAC23
47773,49634,SNF Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,3.0,BOX,V305,49634,SNF Australia Pty Ltd,3000.0,vic,PAC23
47774,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47776,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47777,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47781,2340,South Gippsland Region Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,2.0,BOX,V305,38960,Leongatha Depot,2000.0,vic,PAC23
47782,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47784,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47785,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47787,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47790,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47791,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47792,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47793,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47794,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,2.0,BOX,V305,31077,Burra Foods Pty Ltd,2000.0,vic,PAC23
47795,2340,South Gippsland Region Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-08,4.0,BOX,V305,38960,Leongatha Depot,4000.0,vic,PAC23
47797,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,1.0,BOX,V305,12691,Seymour Depot,1000.0,vic,PAC23
47798,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,1.0,BOX,V305,8705,Nagambie WTP,1000.0,vic,PAC23
47799,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47804,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47805,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,1.0,BOX,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47811,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,1.0,BOX,V305,59101,Bonnie Doon WTP,1000.0,vic,PAC23
47812,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47813,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47815,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47816,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47817,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47821,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,3.0,BOX,V305,7806,Boneo WRP,3000.0,vic,PAC23
47822,97122,Bolte Civil Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,1.0,BOX,N118,97122,Cash Sale Account - Ixom Operations,1000.0,vic,PAC23
47824,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,2.0,BOX,V305,31077,Burra Foods Pty Ltd,2000.0,vic,PAC23
47826,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,3.0,BOX,V305,7806,Boneo WRP,3000.0,vic,PAC23
47827,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47829,97376,Reedy Creek Quarry - Acid Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,3.99,TO,Q336,97376,Cash Sale-Ixom AU-Credit Card Payme,2977.6119402985078,vic,PAC23
47834,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47839,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47840,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,1.33,TO,V305,31077,Burra Foods Pty Ltd,992.5373134328358,vic,PAC23
47842,2340,South Gippsland Region Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,4.0,BOX,V305,38960,Leongatha Depot,4000.0,vic,PAC23
47843,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47844,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47845,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47847,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,2.0,IBC,N118,57965,Hazstore,2000.0,vic,PAC23
47849,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,1.0,BOX,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47850,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47851,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47852,2340,South Gippsland Region Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,3.0,BOX,V127,38960,Leongatha Depot,3000.0,vic,PAC23
47853,97376,Biochem Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,1.0,BOX,N118,97376,Cash Sale-Ixom AU-Credit Card Payme,1000.0,vic,PAC23
47854,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,1.0,BOX,V305,7806,Boneo WRP,1000.0,vic,PAC23
47858,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,1.0,BOX,V305,31077,Burra Foods Pty Ltd,1000.0,vic,PAC23
47859,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47862,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,1.0,BOX,V305,8701,Tongala WTP,1000.0,vic,PAC23
47863,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,2.0,BOX,V305,31077,Burra Foods Pty Ltd,2000.0,vic,PAC23
47864,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,1.0,BOX,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47866,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47868,8589,Goulburn Valley Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,4.0,BOX,V305,8701,Tongala WTP,4000.0,vic,PAC23
47869,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47871,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,1.0,BOX,V305,38759,Pakenham TP,1000.0,vic,PAC23
47872,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47880,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47882,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,2.0,BOX,V305,31077,Burra Foods Pty Ltd,2000.0,vic,PAC23
47886,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47890,7852,Barwon Region Water Authority,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,1.0,BOX,V305,17002,Apollo Bay WTP,1000.0,vic,PAC23
47896,7805,South East Water Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,2.0,BOX,V305,7806,Boneo WRP,2000.0,vic,PAC23
47897,31077,Burra Foods Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,2.0,BOX,V305,31077,Burra Foods Pty Ltd,2000.0,vic,PAC23
