,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party,Chemical product
46537,2108,Zoological Board Of Victoria,PAC23-15,PAC 23 SOLUTION - 15L,2021-04,4.0,PLY,V305,39168,Melbourne Zoo - Wild Seas,60.0,vic,PAC23
46547,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2020-12,6.0,PLY,V305,46607,Kardinia Pool,90.0,vic,PAC23
46549,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2020-10,4.0,PLY,V305,45931,Whittlesea Pool,60.0,vic,PAC23
46553,2108,Zoological Board Of Victoria,PAC23-15,PAC 23 SOLUTION - 15L,2020-06,4.0,PLY,V305,39168,Melbourne Zoo - Wild Seas,60.0,vic,PAC23
46555,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2020-04,3.0,PLY,V305,46607,Kardinia Pool,45.0,vic,PAC23
46556,1834,Veolia Environmental Services,PAC23-15,PAC 23 SOLUTION - 15L,2020-04,3.0,PLY,V305,65339,Veolia Penshurst,45.0,vic,PAC23
46557,1834,Veolia Environmental Services,PAC23-15,PAC 23 SOLUTION - 15L,2020-04,14.0,PLY,V305,65571,Veolia - CFA Training Ground,210.0,vic,PAC23
46561,97122,SNL Building,PAC23-15,PAC 23 SOLUTION - 15L,2020-03,8.0,PLY,V305,97122,Cash Sale Account - Ixom Operations,120.0,vic,PAC23
46563,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2020-03,2.0,PLY,V305,59287,Ascot Vale Leisure Centre,30.0,vic,PAC23
46564,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2020-03,1.0,PLY,V305,46605,Splashdown,15.0,vic,PAC23
46565,97122,SNL Building,PAC23-15,PAC 23 SOLUTION - 15L,2020-03,6.0,DRM,N118,97122,Cash Sale Account - Ixom Operations,1200.0,vic,PAC23
46566,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2020-02,2.0,PLY,V305,59287,Ascot Vale Leisure Centre,30.0,vic,PAC23
46568,1834,Veolia Environmental Services,PAC23-15,PAC 23 SOLUTION - 15L,2020-02,14.0,PLY,V305,65339,Veolia Penshurst,210.0,vic,PAC23
46569,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2020-02,1.0,PLY,V305,47784,Yarra  Centre,15.0,vic,PAC23
46570,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2020-01,2.0,PLY,V305,46605,Splashdown,30.0,vic,PAC23
46571,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2020-01,2.0,PLY,V305,46607,Kardinia Pool,30.0,vic,PAC23
46572,97122,Candlebark Farm,PAC23-15,PAC 23 SOLUTION - 15L,2019-10,6.0,PLY,V305,97122,Cash Sale Account - Ixom Operations,90.0,vic,PAC23
46573,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2019-10,6.0,PLY,V305,47230,Lara Swimming Pool,90.0,vic,PAC23
46574,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2019-09,2.0,PLY,V305,46607,Kardinia Pool,30.0,vic,PAC23
46575,39668,Gippsland Water,PAC23-15,PAC 23 SOLUTION - 15L,2019-09,4.0,PLY,V305,39087,16WT01 - RAWSON,60.0,vic,PAC23
46576,63037,Dasco Proprietary Limited,PAC23-15,PAC 23 SOLUTION - 15L,2019-08,4.0,PLS,V305,63037,Dasco Proprietary Limited,60.0,vic,PAC23
46577,2108,Zoological Board Of Victoria,PAC23-15,PAC 23 SOLUTION - 15L,2019-07,4.0,PLY,V305,39168,Melbourne Zoo - Wild Seas,60.0,vic,PAC23
46579,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2019-04,8.0,PLY,V305,46594,Bellarine Aquatics & Sports Centre,120.0,vic,PAC23
46580,97122,Environmental Services Group,PAC23-15,PAC 23 SOLUTION - 15L,2019-04,4.0,PLY,V305,97122,Cash Sale Account - Ixom Operations,60.0,vic,PAC23
46582,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2019-04,3.0,PLY,V305,47786,Kilsyth Centenary Pool,45.0,vic,PAC23
46583,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2019-03,6.0,PLY,V305,37272,Melton Waves Leisure Centre,90.0,vic,PAC23
46584,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2019-03,1.0,PLY,V305,47784,Yarra  Centre,15.0,vic,PAC23
46585,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2019-02,2.0,PLY,V305,46607,Kardinia Pool,30.0,vic,PAC23
46586,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2019-02,1.0,PLY,V305,46605,Splashdown,15.0,vic,PAC23
46587,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2018-12,2.0,PLY,V305,47786,Kilsyth Centenary Pool,30.0,vic,PAC23
46589,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2018-11,3.0,PLY,V305,52456,Queens Park Pool,45.0,vic,PAC23
46590,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2018-11,1.0,PLY,V305,47786,Kilsyth Centenary Pool,15.0,vic,PAC23
46591,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2018-10,4.0,PLY,V305,46607,Kardinia Pool,60.0,vic,PAC23
46592,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2018-10,4.0,PLY,V305,46607,Kardinia Pool,60.0,vic,PAC23
46594,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2018-10,4.0,PLY,V305,46607,Kardinia Pool,60.0,vic,PAC23
46596,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2018-10,1.0,PLY,V305,47786,Kilsyth Centenary Pool,15.0,vic,PAC23
46597,3027,Hume City Council,PAC23-15,PAC 23 SOLUTION - 15L,2018-10,10.0,PLY,V305,29767,Sunbury Aquatic Centre,150.0,vic,PAC23
46598,2108,Zoological Board Of Victoria,PAC23-15,PAC 23 SOLUTION - 15L,2018-09,4.0,PLY,V305,39168,Melbourne Zoo - Wild Seas,60.0,vic,PAC23
46599,97122,Aquastream Water Solutions,PAC23-15,PAC 23 SOLUTION - 15L,2018-09,34.0,PLY,N118,63140,Aquastream Water Solutions,510.0,vic,PAC23
46600,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2018-07,4.0,PLY,V305,37272,Melton Waves Leisure Centre,60.0,vic,PAC23
46601,97122,Aquastream Water Solutions,PAC23-15,PAC 23 SOLUTION - 15L,2018-07,31.0,PLY,N118,63140,Aquastream Water Solutions,465.0,vic,PAC23
46603,97122,Aquastream Water Solutions,PAC23-15,PAC 23 SOLUTION - 15L,2018-07,40.0,PLY,N118,63140,Aquastream Water Solutions,600.0,vic,PAC23
46605,97122,Aquastream Water Solutions,PAC23-15,PAC 23 SOLUTION - 15L,2018-06,40.0,PLY,N118,63140,Aquastream Water Solutions,600.0,vic,PAC23
46607,97122,Aquastream Water Solutions,PAC23-15,PAC 23 SOLUTION - 15L,2018-05,40.0,PLY,N118,63140,Aquastream Water Solutions,600.0,vic,PAC23
46608,97122,Candlebark Farm,PAC23-15,PAC 23 SOLUTION - 15L,2018-04,6.0,DRM,V305,97122,Cash Sale Account - Ixom Operations,1200.0,vic,PAC23
46609,2108,Zoological Board Of Victoria,PAC23-15,PAC 23 SOLUTION - 15L,2018-01,5.0,PLY,V305,39168,Melbourne Zoo - Wild Seas,75.0,vic,PAC23
46610,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2018-01,3.0,PLY,V305,46607,Kardinia Pool,45.0,vic,PAC23
46612,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2017-12,2.0,PLY,V305,46607,Kardinia Pool,30.0,vic,PAC23
46613,2108,Zoological Board Of Victoria,PAC23-15,PAC 23 SOLUTION - 15L,2017-12,2.0,PLY,V305,39168,Melbourne Zoo - Wild Seas,30.0,vic,PAC23
46614,59307,Ventia Australia Pty Ltd- Vic,PAC23-15,PAC 23 SOLUTION - 15L,2017-11,4.0,PLY,V305,62643,Lang Lang -Broadspectrum,60.0,vic,PAC23
46627,47163,Downer EDI Works Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2017-06,4.0,DRM,V305,62027,Westco Trucks,800.0,vic,PAC23
46628,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2017-03,1.0,PLY,V305,47784,Yarra  Centre,15.0,vic,PAC23
46633,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2017-02,2.0,PLY,V305,46605,Splashdown,30.0,vic,PAC23
46634,46555,Greater City of Geelong,PAC23-15,PAC 23 SOLUTION - 15L,2017-02,2.0,PLY,V305,46605,Splashdown,30.0,vic,PAC23
46637,97122,Candlebark Farm,PAC23-15,PAC 23 SOLUTION - 15L,2017-01,6.0,DRM,V305,97122,Cash Sale Account - Ixom Operations,1200.0,vic,PAC23
46638,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2017-01,45.0,L,V305,54113,WaterMarc,45.0,vic,PAC23
46641,40363,Statewide River & Stream Management,PAC23-15,PAC 23 SOLUTION - 15L,2016-11,6.0,DRM,V305,40363,Statewide River & Stream Management,1200.0,vic,PAC23
46643,47163,Downer EDI Works Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2016-11,4.0,DRM,V305,56097,Downer EDI Works P/L - Somerton,800.0,vic,PAC23
46644,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2016-11,45.0,L,V305,47782,Ballan Swimming Pool,45.0,vic,PAC23
46645,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2016-11,90.0,L,V305,47781,Bacchus Marsh Swimming Pool,90.0,vic,PAC23
46646,40363,Statewide River & Stream Management,PAC23-15,PAC 23 SOLUTION - 15L,2016-10,10.0,DRM,V305,40363,Statewide River & Stream Management,2000.0,vic,PAC23
46647,3486,Warrnambool City Council,PAC23-15,PAC 23 SOLUTION - 15L,2016-10,4.0,PLS,V305,3487,Aquazone,60.0,vic,PAC23
46648,40363,Statewide River & Stream Management,PAC23-15,PAC 23 SOLUTION - 15L,2016-09,6.0,DRM,V305,40363,Statewide River & Stream Management,1200.0,vic,PAC23
46650,97376,Adventist Senior Living,PAC23-15,PAC 23 SOLUTION - 15L,2016-09,6.0,PLS,N118,97376,Cash Sale-Ixom AU-Credit Card Payme,90.0,vic,PAC23
46654,97376,Ozlook Constructions,PAC23-15,PAC 23 SOLUTION - 15L,2016-06,0.03,TO,N118,97376,Cash Sale-Ixom AU-Credit Card Payme,22.388059701492537,vic,PAC23
46655,39668,Gippsland Water,PAC23-15,PAC 23 SOLUTION - 15L,2016-06,1.0,DRM,V305,38641,15WT01 - MIRBOO NTH,200.0,vic,PAC23
46659,47163,Downer EDI Works Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2016-04,4.0,DRM,V305,56097,Downer EDI Works P/L - Somerton,800.0,vic,PAC23
46661,97122,Ozlook Constructions,PAC23-15,PAC 23 SOLUTION - 15L,2016-03,0.03,TO,N118,97122,Cash Sale Account - Ixom Operations,22.388059701492537,vic,PAC23
46662,3027,Hume City Council,PAC23-15,PAC 23 SOLUTION - 15L,2016-02,10.0,DRM,V305,3030,DNU - Craigieburn Leisure Centre,2000.0,vic,PAC23
46665,55486,Lend Lease Services Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2016-01,6.0,DRM,V305,34689,Trentham WTP,1200.0,vic,PAC23
46667,97122,Hynken,PAC23-15,PAC 23 SOLUTION - 15L,2015-12,150.0,L,N118,97122,Cash Sale Account - Ixom Operations,150.0,vic,PAC23
46668,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-12,10.0,DRM,N118,47383,Bathurst Aquatic Centre,2000.0,vic,PAC23
46669,97122,Candlebark Farm,PAC23-15,PAC 23 SOLUTION - 15L,2015-12,5.0,DRM,V305,97122,Cash Sale Account - Ixom Operations,1000.0,vic,PAC23
46672,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-10,15.0,L,V305,52456,Queens Park Pool,15.0,vic,PAC23
46673,55486,Lend Lease Services Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-09,60.0,L,V305,34689,Trentham WTP,60.0,vic,PAC23
46677,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-08,10.0,DRM,N118,47383,Bathurst Aquatic Centre,2000.0,vic,PAC23
46678,40363,Statewide River & Stream Management,PAC23-15,PAC 23 SOLUTION - 15L,2015-07,14.0,DRM,V305,40363,Statewide River & Stream Management,2800.0,vic,PAC23
46682,40363,Statewide River & Stream Management,PAC23-15,PAC 23 SOLUTION - 15L,2015-06,10.0,DRM,V305,40363,Statewide River & Stream Management,2000.0,vic,PAC23
46685,97122,Hynken Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-05,0.1,TO,N118,97122,Cash Sale Account - Ixom Operations,74.6268656716418,vic,PAC23
46686,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-05,10.0,DRM,N118,47383,Bathurst Aquatic Centre,2000.0,vic,PAC23
46689,40363,Statewide River & Stream Management,PAC23-15,PAC 23 SOLUTION - 15L,2015-05,10.0,DRM,V305,40363,Statewide River & Stream Management,2000.0,vic,PAC23
46690,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-05,1.0,DRM,V305,37275,Windy Hill Fitness Centre,200.0,vic,PAC23
46691,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-04,8.0,DRM,V305,47788,Monbulk Aquatic Centre,1600.0,vic,PAC23
46694,97122,Aquastream,PAC23-15,PAC 23 SOLUTION - 15L,2015-03,30.0,L,N118,97122,Cash Sale Account - Ixom Operations,30.0,vic,PAC23
46696,97122,Hynken Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-02,0.015,TO,N118,97122,Cash Sale Account - Ixom Operations,11.194029850746269,vic,PAC23
46697,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-02,10.0,DRM,N118,47383,Bathurst Aquatic Centre,2000.0,vic,PAC23
46700,97122,Hynken Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-01,0.09,TO,N118,97122,Cash Sale Account - Ixom Operations,67.16417910447761,vic,PAC23
46701,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2015-01,4.0,DRM,V305,40274,Thomastown Recreation & Aquatic,800.0,vic,PAC23
46702,97122,Winslow Constructors,PAC23-15,PAC 23 SOLUTION - 15L,2014-11,7.0,DRM,V305,97122,Cash Sale Account - Ixom Operations,1400.0,vic,PAC23
46703,47163,Downer EDI Works Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2014-11,4.0,DRM,V305,56097,Downer EDI Works P/L - Somerton,800.0,vic,PAC23
46704,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2014-11,15.0,L,V305,52456,Queens Park Pool,15.0,vic,PAC23
46705,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2014-10,4.0,DRM,V305,51909,East Keilor Leisure Centre Outdoor,800.0,vic,PAC23
46710,55486,Lend Lease Services Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2014-09,120.0,L,V305,34689,Trentham WTP,120.0,vic,PAC23
46711,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2014-09,10.0,DRM,V305,47383,Bathurst Aquatic Centre,2000.0,vic,PAC23
46713,97122,Candlebark Farm,PAC23-15,PAC 23 SOLUTION - 15L,2014-08,6.0,PLS,V305,97122,Cash Sale Account - Ixom Operations,90.0,vic,PAC23
46715,47163,Downer EDI Works Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2014-08,4.0,DRM,V305,56097,Downer EDI Works P/L - Somerton,800.0,vic,PAC23
46719,7886,Cryo Grind (Aust.) Pty. Ltd.,PAC23-15,PAC 23 SOLUTION - 15L,2014-08,7.0,DRM,V305,7888,Cryo Grind - Moolap,1400.0,vic,PAC23
46720,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2014-08,15.0,L,V305,37275,Windy Hill Fitness Centre,15.0,vic,PAC23
46721,3027,Hume City Council,PAC23-15,PAC 23 SOLUTION - 15L,2014-07,6.0,DRM,V305,3030,DNU - Craigieburn Leisure Centre,1200.0,vic,PAC23
46722,97122,Candlebark Farm,PAC23-15,PAC 23 SOLUTION - 15L,2014-07,6.0,PLS,V305,97122,Cash Sale Account - Ixom Operations,90.0,vic,PAC23
46725,47163,Downer EDI Works Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2014-05,4.0,DRM,V305,56097,Downer EDI Works P/L - Somerton,800.0,vic,PAC23
46728,97122,Hunter Groupcount - Chemicals Austr,PAC23-15,PAC 23 SOLUTION - 15L,2014-04,0.12,TO,N118,97122,Cash Sale Account - Ixom Operations,89.55223880597015,vic,PAC23
46730,97122,Hunter Group,PAC23-15,PAC 23 SOLUTION - 15L,2014-04,0.03,TO,N118,97122,Cash Sale Account - Ixom Operations,22.388059701492537,vic,PAC23
46733,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2014-03,10.0,DRM,N118,47383,Bathurst Aquatic Centre,2000.0,vic,PAC23
46736,55486,Lend Lease Services Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2014-02,120.0,L,V305,34689,Trentham WTP,120.0,vic,PAC23
46737,7886,Cryo Grind (Aust.) Pty. Ltd.,PAC23-15,PAC 23 SOLUTION - 15L,2014-01,6.0,DRM,V305,7888,Cryo Grind - Moolap,1200.0,vic,PAC23
46738,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-12,60.0,L,V305,47781,Bacchus Marsh Swimming Pool,60.0,vic,PAC23
46739,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-12,15.0,L,V305,37275,Windy Hill Fitness Centre,15.0,vic,PAC23
46740,97122,Noel O'Dwyer,PAC23-15,PAC 23 SOLUTION - 15L,2013-12,5.0,DRM,V305,97122,Cash Sale Account - Ixom Operations,1000.0,vic,PAC23
46741,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-11,8.0,DRM,N118,47383,Bathurst Aquatic Centre,1600.0,vic,PAC23
46742,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-10,2.0,DRM,V305,51910,East Keilor Leisure Centre Indoor P,400.0,vic,PAC23
46743,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-10,30.0,L,V305,47781,Bacchus Marsh Swimming Pool,30.0,vic,PAC23
46744,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-10,15.0,L,V305,37275,Windy Hill Fitness Centre,15.0,vic,PAC23
46745,47163,Downer EDI Works Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-10,6.0,DRM,V305,56097,Downer EDI Works P/L - Somerton,1200.0,vic,PAC23
46746,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-08,6.0,DRM,V305,47788,Monbulk Aquatic Centre,1200.0,vic,PAC23
46747,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-08,30.0,L,V305,40274,Thomastown Recreation & Aquatic,30.0,vic,PAC23
46748,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-08,8.0,DRM,N118,47383,Bathurst Aquatic Centre,1600.0,vic,PAC23
46750,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-07,15.0,L,V305,37275,Windy Hill Fitness Centre,15.0,vic,PAC23
46751,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-06,4.0,DRM,V305,47788,Monbulk Aquatic Centre,800.0,vic,PAC23
46752,97122,Downer EDI Works P/L,PAC23-15,PAC 23 SOLUTION - 15L,2013-06,6.0,DRM,V305,97122,Cash Sale Account - Ixom Operations,1200.0,vic,PAC23
46754,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-05,10.0,DRM,V305,54113,WaterMarc,2000.0,vic,PAC23
46755,97122,Brown Bros Transport,PAC23-15,PAC 23 SOLUTION - 15L,2013-04,2.0,DRM,V305,97122,Cash Sale Account - Ixom Operations,400.0,vic,PAC23
46756,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-04,8.0,DRM,N118,47383,Bathurst Aquatic Centre,1600.0,vic,PAC23
46758,97122,Candlebark Farm,PAC23-15,PAC 23 SOLUTION - 15L,2013-04,6.0,PLS,V305,97122,Cash Sale Account - Ixom Operations,90.0,vic,PAC23
46759,3027,Hume City Council,PAC23-15,PAC 23 SOLUTION - 15L,2013-03,6.0,PLS,V305,3030,DNU - Craigieburn Leisure Centre,90.0,vic,PAC23
46760,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-02,15.0,L,V305,37275,Windy Hill Fitness Centre,15.0,vic,PAC23
46761,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2013-01,1.0,DRM,V305,52456,Queens Park Pool,200.0,vic,PAC23
46762,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2012-12,6.0,DRM,N118,47383,Bathurst Aquatic Centre,1200.0,vic,PAC23
46763,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2012-12,10.0,DRM,V305,52079,Dandenong Oasis,2000.0,vic,PAC23
46765,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2012-10,6.0,DRM,N118,47383,Bathurst Aquatic Centre,1200.0,vic,PAC23
46768,97122,CHRISTINE BLACKWELL,PAC23-15,PAC 23 SOLUTION - 15L,2012-07,3.0,PLS,N118,97122,Cash Sale Account - Ixom Operations,45.0,vic,PAC23
46769,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2012-07,8.0,DRM,N118,47383,Bathurst Aquatic Centre,1600.0,vic,PAC23
46783,97122,Robsons Civil Projects,PAC23-15,PAC 23 SOLUTION - 15L,2012-03,3.0,PLS,N118,97122,Cash Sale Account - Ixom Operations,45.0,vic,PAC23
46785,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2012-03,6.0,DRM,N118,47383,Bathurst Aquatic Centre,1200.0,vic,PAC23
46786,97122,Robsons Civil Projects,PAC23-15,PAC 23 SOLUTION - 15L,2012-03,3.0,PLS,N118,97122,Cash Sale Account - Ixom Operations,45.0,vic,PAC23
46787,97122,Robsons Civil Projects,PAC23-15,PAC 23 SOLUTION - 15L,2012-02,3.0,PLS,N118,97122,Cash Sale Account - Ixom Operations,45.0,vic,PAC23
46788,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2012-02,1.0,DRM,V305,37275,Windy Hill Fitness Centre,200.0,vic,PAC23
46789,37860,WJP Solutions Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2012-02,48.0,DRM,N118,52922,C/O IBM Loading Dock,9600.0,vic,PAC23
46790,2810,Shire Of Macedon Ranges,PAC23-15,PAC 23 SOLUTION - 15L,2011-11,2.0,DRM,V305,50794,Woodend Pool,400.0,vic,PAC23
46791,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2011-10,1.0,DRM,V305,45931,Whittlesea Pool,200.0,vic,PAC23
46792,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2011-10,1.0,DRM,V305,47783,Diamond Creek Pool,200.0,vic,PAC23
46793,97122,Nagambie Lakes Receptions Caltex St,PAC23-15,PAC 23 SOLUTION - 15L,2011-09,0.018,TO,V305,97122,Cash Sale Account - Ixom Operations,13.432835820895521,vic,PAC23
46795,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2011-08,8.0,DRM,N118,47383,Bathurst Aquatic Centre,1600.0,vic,PAC23
46796,2810,Shire Of Macedon Ranges,PAC23-15,PAC 23 SOLUTION - 15L,2011-04,4.0,DRM,V305,50796,Gisborne Aquatic Centre,800.0,vic,PAC23
46797,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2011-03,10.0,DRM,N118,47383,Bathurst Aquatic Centre,2000.0,vic,PAC23
46798,2810,Shire Of Macedon Ranges,PAC23-15,PAC 23 SOLUTION - 15L,2011-03,2.0,DRM,V305,50796,Gisborne Aquatic Centre,400.0,vic,PAC23
46799,22851,Belgravia Leisure Pty Ltd,PAC23-15,PAC 23 SOLUTION - 15L,2010-11,6.0,PLS,N118,47383,Bathurst Aquatic Centre,90.0,vic,PAC23
46816,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-12,5.32,TO,N118,65117,NAT Logistics Pty Ltd,3970.1492537313434,vic,PAC23
46823,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-11,2.66,TO,N118,65117,NAT Logistics Pty Ltd,1985.0746268656717,vic,PAC23
46828,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-11,2.66,TO,N118,65117,NAT Logistics Pty Ltd,1985.0746268656717,vic,PAC23
46832,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-11,1.0,IBC,N118,65117,NAT Logistics Pty Ltd,1000.0,vic,PAC23
46838,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-10,3.0,IBC,N118,65117,NAT Logistics Pty Ltd,3000.0,vic,PAC23
46843,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-10,2.66,TO,N118,65117,NAT Logistics Pty Ltd,1985.0746268656717,vic,PAC23
46849,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-09,2.0,IBC,N118,65117,NAT Logistics Pty Ltd,2000.0,vic,PAC23
46854,2250,George Weston Foods Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-08,2.0,IBC,N118,65117,NAT Logistics Pty Ltd,2000.0,vic,PAC23
46864,40363,Statewide River & Stream Management,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-08,4.0,BOX,V305,40363,Statewide River & Stream Management,4000.0,vic,PAC23
46867,7983,Western Water,PAC23-1330,PAC 23 SOLUTION - 1330KG,2020-07,1.0,BOX,V305,38790,Lancefield Disinfection Station,1000.0,vic,PAC23
