,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,SH_Customer No,state
19,55472,Tas Water,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2019-10,1.0,DRM,T101,9629,Cameron Bay WW Treatment Plant,200.0,55472,tas
22,55472,Tas Water,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2019-08,1.0,DRM,T101,9629,Cameron Bay WW Treatment Plant,200.0,55472,tas
23,55472,Tas Water,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2019-08,1.0,DRM,T101,9629,Cameron Bay WW Treatment Plant,200.0,55472,tas
26,55472,Tas Water,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2019-02,3.0,DRM,T101,49696,SISTERS BEACH WTP,600.0,55472,tas
27,55472,Tas Water,ALUSUL08-200,"ALUMINIUM SULFATE LIQUID, 200L drum",2019-02,1.0,DRM,T101,63683,Bushy Park WTP,200.0,55472,tas
74,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2021-04,7.77,TO,T101,58171,Sumich,5931.297709923664,58171,tas
77,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2021-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
78,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2021-03,3.885,TO,T101,58171,Sumich,2965.648854961832,58171,tas
83,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2021-02,7.77,TO,T101,58171,Sumich,5931.297709923664,58171,tas
84,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2021-02,5.18,TO,T101,58171,Sumich,3954.1984732824426,58171,tas
86,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2021-01,2.59,TO,T101,58171,Sumich,1977.0992366412213,58171,tas
91,61506,Rapid Supply Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-11,1.33,TO,T101,61506,Rapid Supply Pty Ltd,1015.2671755725191,61506,tas
101,61506,Rapid Supply Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-08,1.0,BOX,T101,64629,Rapid Supply Pty Ltd,1000.0,61506,tas
112,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-05,2.59,TO,T101,58171,Sumich,1977.0992366412213,58171,tas
117,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-04,5.18,TO,T101,58171,Sumich,3954.1984732824426,58171,tas
120,61506,Rapid Supply Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-04,4.0,BOX,T101,61506,Rapid Supply Pty Ltd,4000.0,61506,tas
122,61506,Rapid Supply Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-03,1.0,BOX,T101,61506,Rapid Supply Pty Ltd,1000.0,61506,tas
127,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-03,3.89,TO,T101,58171,Sumich,2969.4656488549617,58171,tas
133,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-01,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
136,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2020-01,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
149,62081,M.G. Roberts Plumbing Pty. Limited,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-10,1.0,TO,T101,62081,M.G. Roberts Plumbing Pty. Limited,763.3587786259542,62081,tas
150,62081,M.G. Roberts Plumbing Pty. Limited,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1000L (1310 kg),2019-10,1.0,TO,T101,62081,M.G. Roberts Plumbing Pty. Limited,763.3587786259542,62081,tas
186,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-04,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
192,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-04,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
195,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
196,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
201,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
207,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-02,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
209,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-01,1.0,BOX,T101,50947,Harvest Moon,1000.0,50947,tas
213,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-01,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
217,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2019-01,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
222,55690,Tasmania Mines Limited,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-12,1.31,TO,T101,55690,Tasmania Mines Limited,1000.0,55690,tas
223,55690,Tasmania Mines Limited,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-12,1.31,TO,T101,55690,Tasmania Mines Limited,1000.0,55690,tas
236,55690,Tasmania Mines Limited,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-09,1.31,TO,T101,55690,Tasmania Mines Limited,1000.0,55690,tas
257,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-06,5.18,TO,T101,51530,Dover Factory Store,3954.1984732824426,38382,tas
258,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-06,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
261,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-06,1.0,BOX,T101,50947,Harvest Moon,1000.0,50947,tas
263,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-06,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
266,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-05,1.0,BOX,T101,50947,Harvest Moon,1000.0,50947,tas
267,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-05,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
272,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-05,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
277,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-04,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
281,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-04,2.0,BOX,T101,50947,Harvest Moon,2000.0,50947,tas
282,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-04,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
286,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
288,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
290,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-03,2.0,BOX,T101,38444,Parks & Wildlife Service,2000.0,38444,tas
293,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
296,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-02,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
298,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-02,1.0,BOX,T101,57114,Bracknell WTP,1000.0,55472,tas
300,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-02,1.3,TO,T101,59531,Ouse Water Treatment Plant,992.3664122137404,55472,tas
301,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-02,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
306,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2018-01,4.0,TO,T101,51530,Dover Factory Store,3053.4351145038167,38382,tas
307,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-12,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
317,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-11,2.0,BOX,T101,38444,Parks & Wildlife Service,2000.0,38444,tas
319,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-10,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
320,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-10,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
321,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-10,4.0,TO,T101,51530,Dover Factory Store,3053.4351145038167,38382,tas
322,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-10,4.0,TO,T101,51530,Dover Factory Store,3053.4351145038167,38382,tas
323,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-10,4.0,TO,T101,51530,Dover Factory Store,3053.4351145038167,38382,tas
333,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-09,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
340,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-07,5.0,BOX,T101,51530,Dover Factory Store,5000.0,38382,tas
341,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-07,1.0,BOX,T101,50947,Harvest Moon,1000.0,50947,tas
345,62081,M.G. Roberts Plumbing Pty. Limited,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,2.0,TO,T101,62081,M.G. Roberts Plumbing Pty. Limited,1526.7175572519084,62081,tas
346,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-06,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
357,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-05,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
359,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-05,1.0,BOX,T101,50947,Harvest Moon,1000.0,50947,tas
361,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-05,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
362,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-05,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
364,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-05,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
365,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-04,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
368,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-04,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
369,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-04,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
370,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
372,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
374,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
377,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-02,2.0,BOX,T101,38444,Parks & Wildlife Service,2000.0,38444,tas
378,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-02,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
379,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-02,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
382,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2017-02,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
390,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-12,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
393,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-12,2.0,BOX,T101,38444,Parks & Wildlife Service,2000.0,38444,tas
395,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-12,3.0,BOX,T101,51530,Dover Factory Store,3000.0,38382,tas
399,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-11,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
402,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-11,1.0,BOX,T101,51530,Dover Factory Store,1000.0,38382,tas
407,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-10,5.0,BOX,T101,51530,Dover Factory Store,5000.0,38382,tas
411,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-09,1.295,TO,T101,61102,TasWater - Colbrook Ponds,988.5496183206106,55472,tas
412,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-09,1.295,TO,T101,61102,TasWater - Colbrook Ponds,988.5496183206106,55472,tas
413,8102,Tas-Isle Trading Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-09,1.295,TO,T101,55335,Suncoast Express,988.5496183206106,8102,tas
414,8102,Tas-Isle Trading Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-09,1.295,TO,T101,55335,Suncoast Express,988.5496183206106,8102,tas
419,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-08,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
440,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-05,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
447,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-05,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
448,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-05,5.0,BOX,T101,51530,Dover Factory Store,5000.0,38382,tas
450,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-05,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
453,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-04,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
458,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-04,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
461,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
462,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-03,2.0,BOX,T101,38444,Parks & Wildlife Service,2000.0,38444,tas
464,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
465,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-03,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
469,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-03,5.0,BOX,T101,51530,Dover Factory Store,5000.0,38382,tas
471,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-02,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
472,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-02,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
473,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-02,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
474,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-02,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
476,8102,Tas-Isle Trading Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-02,1.0,BOX,T101,8102,Tas-Isle Trading Pty Ltd,1000.0,8102,tas
481,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-02,1.0,BOX,T101,50947,Harvest Moon,1000.0,50947,tas
482,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-02,1.0,BOX,T101,50947,Harvest Moon,1000.0,50947,tas
484,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-01,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
493,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-01,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
494,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2016-01,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
500,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-12,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
501,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-12,2.59,TO,T101,51530,Dover Factory Store,1977.0992366412213,38382,tas
504,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-12,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
505,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-12,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
506,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-12,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
523,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-11,3.885,TO,T101,51530,Dover Factory Store,2965.648854961832,38382,tas
526,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-11,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
528,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-10,2.59,TO,T101,38444,Parks & Wildlife Service,1977.0992366412213,38444,tas
545,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-09,5.0,BOX,T101,51530,Dover Factory Store,5000.0,38382,tas
547,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-08,1.295,TO,T101,59531,Ouse Water Treatment Plant,988.5496183206106,55472,tas
582,8102,Tas-Isle Trading Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-06,1.0,BOX,T101,8102,Tas-Isle Trading Pty Ltd,1000.0,8102,tas
606,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-05,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
623,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-04,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
627,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-04,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
628,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-04,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
636,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-04,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
637,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-03,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
638,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-03,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
649,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-03,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
650,50947,Harvest Moon,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-03,1.295,TO,T101,50947,Harvest Moon,988.5496183206106,50947,tas
668,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-02,1.295,TO,T101,57014,Fingal WTP,988.5496183206106,55472,tas
670,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-02,2.62,TO,T101,38444,Parks & Wildlife Service,2000.0,38444,tas
689,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-01,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
697,58171,Sumich,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-01,1.295,TO,T101,58171,Sumich,988.5496183206106,58171,tas
703,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-01,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
704,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2015-01,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
775,38403,Echo Projects Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-08,1.295,TO,T101,57547,Port Latta Landfill,988.5496183206106,38403,tas
834,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-06,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
835,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-06,1.295,TO,T101,57114,Bracknell WTP,988.5496183206106,55472,tas
841,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-05,1.295,TO,T101,57014,Fingal WTP,988.5496183206106,55472,tas
843,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-05,1.295,TO,T101,57014,Fingal WTP,988.5496183206106,55472,tas
844,55472,Tas Water,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-05,1.295,TO,T101,57014,Fingal WTP,988.5496183206106,55472,tas
864,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-04,3.885,TO,T101,51530,Dover Factory Store,2965.648854961832,38382,tas
870,38444,Parks & Wildlife Service,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-04,2.59,TO,T101,38444,Parks & Wildlife Service,1977.0992366412213,38444,tas
871,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-04,1.295,TO,T101,51530,Dover Factory Store,988.5496183206106,38382,tas
872,38382,Tassal Operations Pty Ltd,ALUSUL08-1000,ALUMINIUM SULFATE LIQUID 1310 kgs IBC,2014-04,1.295,TO,T101,51530,Dover Factory Store,988.5496183206106,38382,tas
