,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,SH_Customer No,state
24076,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,20.0,TO,T101,38598,Gawler WTP,15267.175572519083,47827,tas
24081,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24096,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,14.1,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,10763.358778625954,8050,tas
24097,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24126,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,47827,tas
24127,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,25.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19083.969465648854,8050,tas
24128,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24131,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,10.0,TO,T101,38616,Chimney Saddle WTP,7633.587786259542,47805,tas
24141,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,8.0,TO,T101,49712,Cradle Valley WWTP,6106.8702290076335,47827,tas
24148,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24150,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,30.7,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,23435.114503816792,8050,tas
24151,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,22.0,TO,T101,38617,Distillery Creek Water Treatment Pl,16793.893129770993,47805,tas
24160,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,25.36,TO,V319,7997,Norske Skog - Albury,19358.778625954197,7996,tas
24161,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,25.0,TO,T101,40329,East Coast ALUM Milk Run,19083.969465648854,47817,tas
24173,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24180,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,47805,tas
24185,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,22.0,TO,T101,9579,Ridgley  (Burnie WTP),16793.893129770993,47827,tas
24194,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,25.0,TO,T101,38740,Huonville WTP,19083.969465648854,47817,tas
24197,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-07,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,47827,tas
24204,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,25.1,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19160.305343511453,8050,tas
24205,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,18.64,TO,V319,7997,Norske Skog - Albury,14229.007633587786,7996,tas
24206,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,9.6,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,7328.24427480916,8050,tas
24207,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,25.1,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19160.305343511453,8050,tas
24209,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24222,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,25.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19083.969465648854,8050,tas
24223,9598,Rio Tinto Aluminium (Bell Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,20.0,TO,T101,38591,Rio Tinto Aluminium - Bell Bay,15267.175572519083,9598,tas
24224,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24237,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,47805,tas
24240,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,0.54,TO,T101,38747,Norske Skog Paper Mills -  Boyer,412.2137404580153,8050,tas
24246,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,11.8,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9007.63358778626,8050,tas
24247,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,47827,tas
24248,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,4.0,TO,T101,38594,Barrington WTP,3053.4351145038167,47827,tas
24249,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,18.0,TO,T101,38596,Forth Water Treatment Plant,13740.458015267175,47827,tas
24258,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24263,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,7.8,TO,T101,38739,Dover WTP,5954.198473282442,47817,tas
24264,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,15.5,TO,T101,38740,Huonville WTP,11832.061068702289,47817,tas
24266,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,20.0,TO,T101,38618,Mt Leslie Water Treatment Plant,15267.175572519083,47805,tas
24276,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,25.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19083.969465648854,8050,tas
24289,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,11.2,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,8549.618320610687,8050,tas
24299,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24306,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24307,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24315,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,16.1,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,12290.076335877864,8050,tas
24318,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,7.0,TO,T101,51933,QUEENSTOWN WTP,5343.511450381679,47827,tas
24322,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,7.0,TO,T101,38743,Strahan,5343.511450381679,47827,tas
24323,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,7.0,TO,T101,38745,Zeehan Depot,5343.511450381679,47827,tas
24324,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,2.0,TO,T101,38744,Tullah WTP,1526.7175572519084,47827,tas
24331,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,25.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19083.969465648854,8050,tas
24334,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,47805,tas
24347,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,47827,tas
24357,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,9.0,TO,T101,53624,Campbell Town WTP,6870.229007633588,47805,tas
24359,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24362,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,10.0,TO,T101,41910,St Helens WWTP,7633.587786259542,47805,tas
24363,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,3.0,TO,T101,38583,St Helens WTP,2290.0763358778627,47805,tas
24372,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24373,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,18.0,TO,T101,38595,Cam WTP,13740.458015267175,47827,tas
24374,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,22.0,TO,T101,38617,Distillery Creek Water Treatment Pl,16793.893129770993,47805,tas
24378,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,9.9,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,7557.251908396946,8050,tas
24380,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,47827,tas
24390,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-06,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24391,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,23.1,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,17633.587786259544,8050,tas
24425,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24428,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24455,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24457,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,25.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19083.969465648854,8050,tas
24465,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,47805,tas
24466,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,18.0,TO,T101,38600,White Hills WTP,13740.458015267175,47827,tas
24473,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,47827,tas
24477,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,15.05,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,11488.54961832061,8050,tas
24478,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,25.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19083.969465648854,8050,tas
24488,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24494,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24498,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,47827,tas
24499,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,2.5,TO,T101,38730,Westbury Waste Water TP,1908.3969465648854,47805,tas
24500,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,2.0,TO,T101,38729,Deloraine Water Treatment Plant,1526.7175572519084,47805,tas
24508,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,22.0,TO,T101,38740,Huonville WTP,16793.893129770993,47817,tas
24512,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24519,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,22.0,TO,T101,38598,Gawler WTP,16793.893129770993,47827,tas
24537,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,15.1,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,11526.717557251908,8050,tas
24550,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24551,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,47827,tas
24571,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24581,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,7.8,TO,T101,49712,Cradle Valley WWTP,5954.198473282442,47827,tas
24596,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,12.85,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9809.160305343512,8050,tas
24604,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,1.036,TO,T101,9656,Blackmans Bay WWTP,790.8396946564885,47817,tas
24618,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,6.0,TO,T101,51933,QUEENSTOWN WTP,4580.152671755725,47827,tas
24619,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,6.0,TO,T101,38745,Zeehan Depot,4580.152671755725,47827,tas
24620,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,6.0,TO,T101,38743,Strahan,4580.152671755725,47827,tas
24621,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,4.0,TO,T101,38744,Tullah WTP,3053.4351145038167,47827,tas
24625,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24629,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,22.0,TO,T101,38617,Distillery Creek Water Treatment Pl,16793.893129770993,47805,tas
24630,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24638,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-05,25.15,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19198.47328244275,8050,tas
24649,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,12.6,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9618.320610687022,8050,tas
24650,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,47827,tas
24653,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,18.0,TO,T101,38595,Cam WTP,13740.458015267175,47827,tas
24660,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,20.0,TO,T101,30024,Longford Water Treatment Plant,15267.175572519083,47805,tas
24666,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,20.0,TO,T101,9579,Ridgley  (Burnie WTP),15267.175572519083,47827,tas
24670,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24678,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,25.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19083.969465648854,8050,tas
24686,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,9.0,TO,T101,38735,Scottsdale WTP,6870.229007633588,47805,tas
24687,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,11.0,TO,T101,38734,Bridport Water Treatment Plant,8396.946564885497,47805,tas
24695,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,12.5,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,9541.984732824427,8050,tas
24706,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24708,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,4.0,TO,T101,38594,Barrington WTP,3053.4351145038167,47827,tas
24709,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,18.0,TO,T101,38596,Forth Water Treatment Plant,13740.458015267175,47827,tas
24726,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,10.0,TO,T101,38600,White Hills WTP,7633.587786259542,47827,tas
24731,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,10.0,TO,T101,38619,Reatta Road Water Treatment Plant,7633.587786259542,47805,tas
24740,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,22.65,TO,T101,38747,Norske Skog Paper Mills -  Boyer,17290.07633587786,8050,tas
24741,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,47805,tas
24742,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,25.0,TO,T101,38740,Huonville WTP,19083.969465648854,47817,tas
24754,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,10.69,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,8160.30534351145,8050,tas
24756,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24774,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,25.1,TO,T101,38536,Bryn Estyn Chemical Store,19160.305343511453,47817,tas
24778,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24779,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,47827,tas
24806,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,25.0,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19083.969465648854,8050,tas
24810,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,16.1,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,12290.076335877864,8050,tas
24814,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24822,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,23.0,TO,T101,38740,Huonville WTP,17557.251908396946,47817,tas
24832,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,6.5,TO,T101,38729,Deloraine Water Treatment Plant,4961.832061068702,47805,tas
24833,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,11.5,TO,T101,38730,Westbury Waste Water TP,8778.625954198473,47805,tas
24838,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-04,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24862,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,5.7,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,4351.145038167939,8050,tas
24872,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,47827,tas
24894,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,26.0,TO,T101,38536,Bryn Estyn Chemical Store,19847.32824427481,47817,tas
24898,9598,Rio Tinto Aluminium (Bell Bay),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,20.0,TO,T101,38591,Rio Tinto Aluminium - Bell Bay,15267.175572519083,9598,tas
24912,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,20.0,TO,T101,38599,Smithton WTP,15267.175572519083,47827,tas
24918,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
24923,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,13.5,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,10305.34351145038,8050,tas
24924,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,22.0,TO,T101,38617,Distillery Creek Water Treatment Pl,16793.893129770993,47805,tas
24949,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,8.0,TO,T101,39034,BURNIE WWTP,6106.8702290076335,47827,tas
24956,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,18.0,TO,T101,38595,Cam WTP,13740.458015267175,47827,tas
24963,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
24965,47805,Ben Lomond Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,22.0,TO,T101,38616,Chimney Saddle WTP,16793.893129770993,47805,tas
24983,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,8.0,TO,T101,49712,Cradle Valley WWTP,6106.8702290076335,47827,tas
24987,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,4.85,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,3702.2900763358775,8050,tas
24988,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,24.95,TO,T101,38747,Norske Skog Paper Mills -  Boyer,19045.801526717558,8050,tas
24998,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,22.0,TO,T101,38743,Strahan,16793.893129770993,47827,tas
25000,7996,Norske Skog Paper Mills (Australia),ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,18.0,TO,V319,7997,Norske Skog - Albury,13740.458015267175,7996,tas
25003,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,1.036,TO,T101,9656,Blackmans Bay WWTP,790.8396946564885,47817,tas
25013,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,25.0,TO,T101,38536,Bryn Estyn Chemical Store,19083.969465648854,47817,tas
25023,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,20.0,TO,T101,38598,Gawler WTP,15267.175572519083,47827,tas
25024,47827,Cradle Mountain Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,22.0,TO,T101,38596,Forth Water Treatment Plant,16793.893129770993,47827,tas
25045,8050,Norske Skog Paper Mills Aust. Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,11.6,TO,T101,8050,Norske Skog Paper Mills Aust. Ltd,8854.961832061068,8050,tas
25065,47817,Southern Water,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2012-03,7.8,TO,T101,38739,Dover WTP,5954.198473282442,47817,tas
