,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party,Chemical product
47303,63458,SCIENCE DEVELOPMENTS PTY. LTD.,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-01,10.64,TO,N118,63688,Science Delvelopments,7940.298507462687,nsw,PAC23
47306,9138,Formula Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2019-01,4.0,BOX,N118,9138,Formula Chemicals Pty Ltd,4000.0,nsw,PAC23
47317,6943,Shire Of Lachlan,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-12,1.0,BOX,N118,52504,Tottenham Water Treatment Plant,1000.0,nsw,PAC23
47321,9340,Ecolab Pty Ltd t/a Nalco Australia,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-12,1.33,TO,Q336,63895,Norco Foods ICBU,992.5373134328358,nsw,PAC23
47338,60944,Central Coast Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-11,5.0,IBC,N118,59247,Buttonderry Waste Management facili,5000.0,nsw,PAC23
47347,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-10,10.0,BOX,Q336,62144,Aquapac / Carole Park QLD,10000.0,nsw,PAC23
47348,39906,Bolte Civil Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-10,1.0,BOX,N118,39906,Bolte Civil Pty Ltd,1000.0,nsw,PAC23
47352,63458,SCIENCE DEVELOPMENTS PTY. LTD.,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-10,21.28,TO,N118,63688,Science Delvelopments,15880.597014925374,nsw,PAC23
47363,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-09,10.0,BOX,Q336,62144,Aquapac / Carole Park QLD,10000.0,nsw,PAC23
47364,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-09,9.0,BOX,Q336,62144,Aquapac / Carole Park QLD,9000.0,nsw,PAC23
47365,9138,Formula Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-09,4.0,BOX,N118,9138,Formula Chemicals Pty Ltd,4000.0,nsw,PAC23
47373,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-08,9.31,TO,Q336,62144,Aquapac / Carole Park QLD,6947.761194029851,nsw,PAC23
47374,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-08,10.0,IBC,Q336,62144,Aquapac / Carole Park QLD,10000.0,nsw,PAC23
47376,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-08,13.3,TO,Q336,62144,Aquapac / Carole Park QLD,9925.373134328358,nsw,PAC23
47377,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-08,3.99,TO,Q336,62144,Aquapac / Carole Park QLD,2977.6119402985078,nsw,PAC23
47395,63458,SCIENCE DEVELOPMENTS PTY. LTD.,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-08,22.61,TO,N118,63481,C\- Warringah Crane & Transport,16873.13432835821,nsw,PAC23
47415,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-07,10.0,IBC,Q336,62144,Aquapac / Carole Park QLD,10000.0,nsw,PAC23
47419,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-07,10.0,IBC,Q336,62144,Aquapac / Carole Park QLD,10000.0,nsw,PAC23
47420,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-07,10.0,IBC,Q336,62144,Aquapac / Carole Park QLD,10000.0,nsw,PAC23
47421,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-07,10.0,IBC,Q336,62144,Aquapac / Carole Park QLD,10000.0,nsw,PAC23
47425,60944,Central Coast Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-06,3.99,TO,N118,59247,Buttonderry Waste Management facili,2977.6119402985078,nsw,PAC23
47426,39906,Bolte Civil Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-06,1.0,BOX,N118,39906,Bolte Civil Pty Ltd,1000.0,nsw,PAC23
47440,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-05,10.0,IBC,Q336,62144,Aquapac / Carole Park QLD,10000.0,nsw,PAC23
47441,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-05,10.0,IBC,Q336,62144,Aquapac / Carole Park QLD,10000.0,nsw,PAC23
47445,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-05,13.3,TO,Q336,62144,Aquapac / Carole Park QLD,9925.373134328358,nsw,PAC23
47446,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-05,13.3,TO,Q336,62144,Aquapac / Carole Park QLD,9925.373134328358,nsw,PAC23
47448,55475,360 Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-05,1.0,BOX,N118,63197,Unigreen Food Pty Ltd,1000.0,nsw,PAC23
47452,9138,Formula Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-05,4.0,BOX,N118,9138,Formula Chemicals Pty Ltd,4000.0,nsw,PAC23
47456,39906,Bolte Civil Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-04,1.33,TO,N118,39906,Bolte Civil Pty Ltd,992.5373134328358,nsw,PAC23
47462,60944,Central Coast Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-04,2.66,TO,N118,59247,Buttonderry Waste Management facili,1985.0746268656717,nsw,PAC23
47470,61968,Earthpower Technologies Sydney P/L,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-03,1.0,BOX,N118,61968,Earthpower Technologies Sydney P/L,1000.0,nsw,PAC23
47472,60944,Central Coast Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-03,5.32,TO,N118,59247,Buttonderry Waste Management facili,3970.1492537313434,nsw,PAC23
47476,9138,Formula Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-03,4.0,IBC,N118,9138,Formula Chemicals Pty Ltd,4000.0,nsw,PAC23
47480,39906,Bolte Civil Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-03,1.0,BOX,N118,39906,Bolte Civil Pty Ltd,1000.0,nsw,PAC23
47481,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-03,23.94,TO,3RDQ,62144,Aquapac / Carole Park QLD,17865.671641791047,nsw,PAC23
47483,39906,Bolte Civil Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-02,1.0,BOX,N118,39906,Bolte Civil Pty Ltd,1000.0,nsw,PAC23
47502,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-01,15.0,BOX,Q336,62144,Aquapac / Carole Park QLD,15000.0,nsw,PAC23
47506,61968,Earthpower Technologies Sydney P/L,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-01,1.0,BOX,N118,61966,EarthPower Technologies Sydney P/L,1000.0,nsw,PAC23
47510,39906,Bolte Civil Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-01,1.0,BOX,N118,39906,Bolte Civil Pty Ltd,1000.0,nsw,PAC23
47513,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-01,21.28,TO,Q336,62144,Aquapac / Carole Park QLD,15880.597014925374,nsw,PAC23
47520,9138,Formula Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2018-01,4.0,IBC,N118,9138,Formula Chemicals Pty Ltd,4000.0,nsw,PAC23
47530,61968,Earthpower Technologies Sydney P/L,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-12,1.0,BOX,N118,61966,EarthPower Technologies Sydney P/L,1000.0,nsw,PAC23
47543,60944,Central Coast Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-11,2.66,TO,N118,59247,Buttonderry Waste Management facili,1985.0746268656717,nsw,PAC23
47546,62156,Solugistics,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-10,22.61,TO,3RDS,58962,Integra Water-Regency Park,16873.13432835821,nsw,PAC23
47565,9138,Formula Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-08,4.0,IBC,N118,9138,Formula Chemicals Pty Ltd,4000.0,nsw,PAC23
47569,62156,Solugistics,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-08,21.28,TO,S315,58962,Integra Water-Regency Park,15880.597014925374,nsw,PAC23
47572,62156,Solugistics,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-08,21.28,TO,3RDS,58962,Integra Water-Regency Park,15880.597014925374,nsw,PAC23
47577,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-06,21.28,TO,N118,53823,Solugistics,15880.597014925374,nsw,PAC23
47578,60944,Central Coast Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-06,2.66,TO,N118,59247,Buttonderry Waste Management facili,1985.0746268656717,nsw,PAC23
47583,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-06,21.28,TO,N118,53823,Solugistics,15880.597014925374,nsw,PAC23
47586,60944,Central Coast Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-05,2.66,TO,N118,59247,Buttonderry Waste Management facili,1985.0746268656717,nsw,PAC23
47587,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-05,21.28,TO,N118,53823,Solugistics,15880.597014925374,nsw,PAC23
47603,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,21.28,TO,N118,53823,Solugistics,15880.597014925374,nsw,PAC23
47604,9138,Formula Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,4.0,IBC,N118,9138,Formula Chemicals Pty Ltd,4000.0,nsw,PAC23
47605,60944,Central Coast Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,2.66,TO,N118,59247,Buttonderry Waste Management facili,1985.0746268656717,nsw,PAC23
47610,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47613,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-04,21.28,TO,N118,53823,Solugistics,15880.597014925374,nsw,PAC23
47614,60944,Central Coast Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,2.66,TO,N118,59247,Buttonderry Waste Management facili,1985.0746268656717,nsw,PAC23
47619,60944,Central Coast Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,3.99,TO,N118,59247,Buttonderry Waste Management facili,2977.6119402985078,nsw,PAC23
47624,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,21.28,TO,N118,53823,Solugistics,15880.597014925374,nsw,PAC23
47632,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,21.28,TO,N118,53823,Solugistics,15880.597014925374,nsw,PAC23
47635,39906,Bolte Civil Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,1.0,BOX,N118,39906,Bolte Civil Pty Ltd,1000.0,nsw,PAC23
47641,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-03,23.94,TO,V305,58961,Solugistics -Thomastown,17865.671641791047,nsw,PAC23
47648,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,23.94,TO,3RDV,58961,Solugistics -Thomastown,17865.671641791047,nsw,PAC23
47653,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,21.28,TO,N118,53823,Solugistics,15880.597014925374,nsw,PAC23
47656,34491,Downer Utilities Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-02,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",1000.0,nsw,PAC23
47673,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,23.94,TO,3RDS,58962,Integra Water-Regency Park,17865.671641791047,nsw,PAC23
47675,9138,Formula Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2017-01,4.0,IBC,N118,9138,Formula Chemicals Pty Ltd,4000.0,nsw,PAC23
47684,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,23.94,TO,3RDV,58961,Solugistics -Thomastown,17865.671641791047,nsw,PAC23
47685,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47696,34491,Downer Utilities Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-12,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",1000.0,nsw,PAC23
47713,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,23.94,TO,3RDS,58962,Integra Water-Regency Park,17865.671641791047,nsw,PAC23
47719,34491,Downer Utilities Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,2.0,BOX,V305,53819,"MCG RWTP, Gate 3",2000.0,nsw,PAC23
47733,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-11,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47738,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47742,34491,Downer Utilities Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",1000.0,nsw,PAC23
47752,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-10,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47758,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,23.94,TO,V305,58961,Solugistics -Thomastown,17865.671641791047,nsw,PAC23
47764,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,0.022609999999999998,TO,N118,53823,Solugistics,16.87313432835821,nsw,PAC23
47765,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,23.94,TO,3RDV,58961,Solugistics -Thomastown,17865.671641791047,nsw,PAC23
47780,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-09,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47802,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,1.0,BOX,N118,60873,Delta Laboratories,1000.0,nsw,PAC23
47806,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,23.94,TO,3RDV,58961,Solugistics -Thomastown,17865.671641791047,nsw,PAC23
47808,34491,Downer Utilities Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",1000.0,nsw,PAC23
47820,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-07,2.66,TO,N118,18948,Charmhaven Works Depot,1985.0746268656717,nsw,PAC23
47823,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,23.94,TO,3RDS,58962,Integra Water-Regency Park,17865.671641791047,nsw,PAC23
47825,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,2.66,TO,N118,59247,Buttonderry Waste Management facili,1985.0746268656717,nsw,PAC23
47830,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,23.94,TO,3RDS,58962,Integra Water-Regency Park,17865.671641791047,nsw,PAC23
47833,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47836,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-06,23.94,TO,3RDV,58961,Solugistics -Thomastown,17865.671641791047,nsw,PAC23
47846,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,2.0,BOX,N118,57475,Biochem Water Pty Ltd,2000.0,nsw,PAC23
47857,34491,Downer Utilities Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-05,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",1000.0,nsw,PAC23
47876,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,23.94,TO,3RDV,58961,Solugistics -Thomastown,17865.671641791047,nsw,PAC23
47877,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,21.28,TO,N118,53823,Solugistics,15880.597014925374,nsw,PAC23
47881,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-04,23.94,TO,3RDV,58962,Integra Water-Regency Park,17865.671641791047,nsw,PAC23
47888,56283,Aquapac Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,10.64,TO,N118,56283,Aquapac Pty Ltd,7940.298507462687,nsw,PAC23
47889,34491,Downer Utilities Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",1000.0,nsw,PAC23
47895,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,2.66,TO,N118,7052,Wyong Shire Council,1985.0746268656717,nsw,PAC23
47899,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,1.0,BOX,N118,59902,Robson Civil Projects,1000.0,nsw,PAC23
47909,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-03,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47915,34491,Downer Utilities Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-02,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",1000.0,nsw,PAC23
47920,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-02,2.0,BOX,N118,59902,Robson Civil Projects,2000.0,nsw,PAC23
47928,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-02,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47930,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-02,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47932,9138,Formula Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-02,10.0,IBC,N118,9138,Formula Chemicals Pty Ltd,10000.0,nsw,PAC23
47934,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-01,2.0,BOX,N118,59902,Robson Civil Projects,2000.0,nsw,PAC23
47936,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-01,2.66,TO,N118,59247,Buttonderry Waste Management facili,1985.0746268656717,nsw,PAC23
47949,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2016-01,1.0,BOX,N118,59902,Robson Civil Projects,1000.0,nsw,PAC23
47964,34491,Downer Utilities Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-12,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",1000.0,nsw,PAC23
47969,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-12,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
47971,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-12,18.0,IBC,3RDS,58962,Integra Water-Regency Park,18000.0,nsw,PAC23
47978,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-12,2.66,TO,N118,59247,Buttonderry Waste Management facili,1985.0746268656717,nsw,PAC23
47991,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-11,1.33,TO,N118,59902,Robson Civil Projects,992.5373134328358,nsw,PAC23
48003,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-10,18.0,IBC,3RDV,58961,Solugistics -Thomastown,18000.0,nsw,PAC23
48004,9138,Formula Chemicals Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-10,6.0,IBC,N118,9138,Formula Chemicals Pty Ltd,6000.0,nsw,PAC23
48005,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-10,18.0,IBC,V305,58961,Solugistics -Thomastown,18000.0,nsw,PAC23
48008,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-10,18.0,IBC,3RDV,58961,Solugistics -Thomastown,18000.0,nsw,PAC23
48021,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-09,17.0,IBC,3RDS,58962,Integra Water-Regency Park,17000.0,nsw,PAC23
48025,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-09,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
48027,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-09,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
48032,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-08,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
48041,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-07,17.0,IBC,3RDV,58961,Solugistics -Thomastown,17000.0,nsw,PAC23
48044,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-07,2.0,IBC,N118,7052,Wyong Shire Council,2000.0,nsw,PAC23
48045,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-07,17.0,IBC,3RDS,58962,Integra Water-Regency Park,17000.0,nsw,PAC23
48048,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-07,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
48051,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-07,1.33,TO,N118,53137,Robson Civil Projects Pty Limited,992.5373134328358,nsw,PAC23
48052,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-07,17.0,IBC,3RDV,58961,Solugistics -Thomastown,17000.0,nsw,PAC23
48053,52551,Mt Rawdon Operations Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-07,2.0,BOX,Q336,52545,Mt Rawdon Mine,2000.0,nsw,PAC23
48060,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-06,2.66,TO,N118,59247,Buttonderry Waste Management facili,1985.0746268656717,nsw,PAC23
48066,34491,Downer Utilities Australia Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-06,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",1000.0,nsw,PAC23
48072,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-06,17.0,IBC,3RDV,58961,Solugistics -Thomastown,17000.0,nsw,PAC23
48073,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-06,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
48076,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-06,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
48077,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-05,1.33,TO,N118,53137,Robson Civil Projects Pty Limited,992.5373134328358,nsw,PAC23
48078,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-05,2.66,TO,N118,7052,Wyong Shire Council,1985.0746268656717,nsw,PAC23
48085,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-05,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
48087,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-05,1.33,TO,N118,53137,Robson Civil Projects Pty Limited,992.5373134328358,nsw,PAC23
48091,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-04,1.33,TO,N118,53137,Robson Civil Projects Pty Limited,992.5373134328358,nsw,PAC23
48092,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-04,5.32,TO,N118,7052,Wyong Shire Council,3970.1492537313434,nsw,PAC23
48100,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-04,2.66,TO,N118,7052,Wyong Shire Council,1985.0746268656717,nsw,PAC23
48101,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-04,1.0,IBC,N118,53137,Robson Civil Projects Pty Limited,1000.0,nsw,PAC23
48103,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-04,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
48105,5886,Integra Water Treatment Solutions,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-04,21.28,TO,N118,53823,Solugistics,15880.597014925374,nsw,PAC23
48107,53137,Robson Civil Projects Pty Limited,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-03,1.33,TO,N118,53137,Robson Civil Projects Pty Limited,992.5373134328358,nsw,PAC23
48108,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-03,2.66,TO,N118,7052,Wyong Shire Council,1985.0746268656717,nsw,PAC23
48118,57475,Biochem Water Pty Ltd,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-02,1.0,BOX,N118,57475,Biochem Water Pty Ltd,1000.0,nsw,PAC23
48121,7052,Wyong Shire Council,PAC23-1330,PAC 23 SOLUTION - 1330KG,2015-02,2.66,TO,N118,7052,Wyong Shire Council,1985.0746268656717,nsw,PAC23
