SH_Customer No,SH_Customer City,SH_Customer Post Code
0000004136,VICTOR HARBOUR,5211
0000004137,MILE END,5031
0000004138,Pooraka,5095
0000004139,MARLESTON,5033
0000004140,RIDLEYTON,5008
0000004141,PARACOMBE,5132
0000004142,"",5107
0000004143,WINGFIELD,5009
0000004144,WINGFIELD,5013
0000004145,SEMAPHORE PARK,5019
0000004146,MOUNT GAMBIER,5290
0000004147,WINGFIELD,5013
0000004149,PARAFIELD GARDENS,5107
0000004150,SHEIDOW PARK,5158
0000004152,GILMAN,5013
0000004153,JAMESTOWN,5491
0000004154,CAVAN,5094
0000004155,REGENCY PARK,5010
0000004156,Ridgehaven,5097
0000004157,LITTLEHAMPTON,5250
0000004158,STEPNEY,5069
0000004159,WINGFIELD,5013
0000004160,KILBURN,5084
0000004162,CAVAN,5094
0000004163,BALAKLAVA,5461
0000004164,Dry Creek,5094
0000004165,SALISBURY,5108
0000004166,Lonsdale,5160
0000004167,Newton,5074
0000004168,CAVAN,5094
0000004169,Lonsdale,5160
0000004170,Tanunda,5352
0000004171,BLACK FOREST,5035
0000004172,WOODSIDE,5013
0000004173,ORROROO,5431
0000004175,KILKENNY,5009
0000004176,.,5033
0000004177,LOCKLEYS,5032
0000004178,PLYMPTON,5038
0000004179,KENSINGTON PARK,5068
0000004180,Penola,5280
0000004181,NORTH PLYMPTON,5038
0000004182,PICCADILY,5151
0000004183,PLYMPTON,5038
0000004184,ROYAL PARK,5014
0000004185,BIRKENHEAD,5033
0000004186,WINGFIELD,5013
0000004187,PORT LINCOLN,5606
0000004188,WINGFIELD,5013
0000004189,MILE END,5031
0000004190,WOODVILLE,5011
0000004191,WOODVILLE NORTH,5011
0000004192,WOODVILLE NORTH,5012
0000004193,MURRAY BRIDGE,5253
0000004194,RENMARK,5341
0000004195,GEPPS CROSS,5345
0000004196,Payneham,5070
0000004197,GEPPS CROSS,5094
0000004198,WINGFIELD,5013
0000004199,GILMAN,5013
0000004200,Prospect,5082
0000004201,ADELAIDE,5000
0000004202,ALICE SPRINGS,0870
0000004203,Dry Creek,5094
0000004204,ELIZABETH SOUTH,5112
0000004205,ELIZABETH SOUTH,5112
0000004206,Pooraka,5095
0000004207,TORRENS PARK,5062
0000004208,RICHMOND,5033
0000004209,St Peters,5069
0000004210,St Peters,5069
0000004211,St Peters,5069
0000004213,REGENCY PARK,5010
0000004214,NORTH PLYMPTON,5037
0000004215,THEBARTON,5031
0000004216,STRATHALBYN,5255
0000004217,MILE END,5031
0000004218,GILMAN,5013
0000004219,WAIKERIE,5033
0000004220,WOODVILLE NORTH,5012
0000004221,NURIOOPTA,5355
0000004222,RICHMOND,5033
0000004223,Elizabeth,5112
0000004224,NURIOOTPA,5355
0000004225,Tanunda,5352
0000004226,Tanunda,5352
0000004227,"GILMAN, SOUTH AUSTRALIA",5013
0000004228,LAMEROO,5302
0000004230,Torrensville,5031
0000004231,WOODVILLE,5011
0000004232,EXETER,5011
0000004233,KILKENNY,5009
0000004234,ROSEWORTHY,5371
0000004235,MAGILL,5072
0000004236,UNLEY,5061
0000004237,MILE END,5031
0000004238,WINGFIELD,5013
0000004239,WINGFIELD,5013
0000004240,THEBARTON,5094
0000004241,Bookpurnong,5333
0000004242,PORT ADELAIDE,5015
0000004243,RAMCO,5322
0000004244,GILMAN,5013
0000004245,RENMARK,5341
0000004246,GILMAN,5013
0000004248,WOODSIDE,5244
0000004249,TINTINARA,5266
0000004250,SUMMERTOWN,5141
0000004251,PORT LINCOLN,5606
0000004253,ELIZABETH WEST,5112
0000004254,BEVERLEY,5009
0000004255,MILE END,5031
0000004256,IRON KNOB,5601
0000004257,GLEN OSMOND,5064
0000004262,PETERBOROUGH,5012
0000004263,REGENCY PARK,5942
0000004264,CAVAN,5094
0000004265,UNDERDALE,5032
0000004266,WINGFIELD,5013
0000004267,ELIZABETH SOUTH,5112
0000004269,ADELAIDE,5000
0000004272,WEST CROYDON,5007
0000004275,Lonsdale,5160
0000004276,NETLEY,5037
0000004277,THEBARTON,5031
0000004278,KATHERINE,0850
0000004280,LEABROOK,5150
0000004281,WINGFIELD,5013
0000004283,JERVOIS,5259
0000004289,MYRTLE BANK,5064
0000004291,WINGFIELD,5013
0000004293,WOODVILLE NORTH,5012
0000004297,BROMPTON,5007
0000004301,CAVAN,5421
0000004302,ROYAL PARK,5014
0000004303,WINGFIELD,5013
0000004305,REGENCY PARK,5010
0000004313,MILE END,5031
0000004314,THEBARTON,5031
0000004324,"RICHMOND, SOUTH AUSTRALIA",5033
0000004328,Albert Park,5014
0000004329,WINGFIELD,5013
0000004330,Lonsdale,5160
0000004331,THEBARTON,5031
0000004336,O'SULLIVAN BEACH,5166
0000004338,KILBURN,5084
0000004342,SALISBURY SOUTH,5108
0000004348,"RENMARK, SA, 5341",5341
0000004349,SALISBURY,5108
0000004350,SALISBURY EAST,5109
0000004351,ANGASTON,5353
0000004352,MARLESTON,5033
0000004353,ADELAIDE,5000
0000004354,PORT AUGUSTA,5700
0000004355,Keswick,5033
0000004356,Melrose Park,5039
0000004358,Hindmarsh,5007
0000004362,KINGSTON ON MURRAY,5331
0000004364,PARAP,0810
0000004367,SALISBURY SOUTH,5108
0000004368,ADELAIDE,5000
0000004370,Direk,5110
0000004371,WINGFIELD,5013
0000004373,ADELAIDE,5000
0000004441,REYNELLA,5161
0000004506,ADELAIDE,5001
0000004665,MAGILL,5072
0000005082,DYSART,4745
0000005446,Aberfoyle Park,5169
0000006848,Devon Park,5008
0000007106,WINGFIELD,5013
0000007233,ADELAIDE,5001
0000007754,MARLESTONE,5033
0000007787,ADELAIDE,5000
0000007930,SHEPPARTON,3630
0000008420,Mt Gambier,5290
0000008911,ADELAIDE,5000
0000009074,BEVERLEY,5009
0000009372,CAMDEN PARK,5038
0000009373,BURRA,5417
0000009374,GILMAN,5013
0000009375,REGENCY PARK,5010
0000009376,MILE END,5031
0000009377,GILLMAN,5013
0000009381,GILLMAN,5013
0000009383,GILLMAN,5013
0000009384,Torrensville,5031
0000009385,Torrensville,5031
0000009386,PORT ADELAIDE,5015
0000009387,GILLMAN,5013
0000009388,EDWARDSTOWN,5039
0000009389,EDWARDSTOWN,5039
0000009390,Melrose Park,5039
0000009392,SALISBURY,5108
0000009393,Whyalla,5600
0000009394,REGENCY PARK,5010
0000009395,Whyalla,5600
0000009397,Whyalla,5600
0000009400,GILLMAN,5013
0000009401,BIRKENHEAD,5015
0000009403,TONSLEY PARK,5042
0000009404,TONSLEY PARK,5042
0000009406,WOODVILLE,5011
0000009407,GILLMAN,5013
0000009408,WOODVILLE NORTH,5011
0000009409,ROYAL PARK,5014
0000009410,REGENCY PARK,5010
0000009411,BROMPTON,5007
0000009413,PORT AUGUSTA,5700
0000009415,SALISBURY,5108
0000009416,SALISBURY SOUTH,5108
0000009417,EDWARDSTOWN,5039
0000009419,Elizabeth,5112
0000009420,Elizabeth,5112
0000009421,Elizabeth,5112
0000009422,Elizabeth,5112
0000009423,REGENCY PARK,5010
0000009424,PORT ADELAIDE,5015
0000009425,GILLMAN,5013
0000009427,PORT ADELAIDE,5017
0000009428,MILLICENT,5280
