SH_Customer No,SH_Customer City,SH_Customer Post Code
0000035200,HEYBRIDGE,7316
0000035227,Wivenhoe,7320
0000035265,Burnie,7322
0000035404,Burnie,7320
0000035499,Hamilton,7140
0000035767,GEORGE TOWN,7253
0000035874,Cambridge,7170
0000035875,HUNTINGFIELD,7055
0000035917,GEORGE TOWN,7253
0000036165,HOBART,7000
0000036299,INVERMAY,7248
0000036531,INVERMAY,7248
0000036545,MOONAH,7009
0000036619,INVERMAY,7250
0000036680,LONGFORD,7301
0000036748,Tarraleah,7140
0000036780,NEW NORFOLK,7010
0000036899,Launceston,7250
0000036995,CARRICK,7291
0000037046,Liffey,7301
0000037102,PENGUIN,7316
0000037139,Launceston,7250
0000037178,Cambridge,7170
0000037214,MOONAH,7009
0000037300,MONTAGU BAY,7018
0000037350,BICHENO,7215
0000037351,FORTH,7310
0000037403,"",7249
0000037423,Launceston,7250
0000037473,Burnie,7250
0000037736,SORRELL,7172
0000037782,DERWENT PARK,7000
0000037938,GLENORCHY,7010
0000037942,LAVERTON NORTH.   VIC,3026
0000037943,KINGS MEADOWS,7249
0000037964,SOUTH BURNIE,7320
0000038134,SMITHTON,7330
0000038305,DOWSING POINT,7010
0000038382,HOBART,7001
0000038383,Prospect,7250
0000038391,Lenah Valley,7008
0000038393,CAPE BARREN ISLAND,7257
0000038397,QUEENSTOWN,7467
0000038401,DERWENT PARK,7006
0000038403,ULVERSTONE,7315
0000038410,DEVONPORT,7310
0000038411,PORT ARTHUR,7182
0000038422,ULVERSTONE,7315
0000038425,HOBART,7001
0000038426,GLENORCHY,7010
0000038428,HOBART,7001
0000038429,ROUNDHILL,7320
0000038431,Burnie,7320
0000038433,Burnie,7320
0000038435,SHEFFIELD,7306
0000038437,LONGFORD,7301
0000038438,MARRAWAH,7330
0000038444,LAKE ST CLAIR,7140
0000038447,Youngtown,7249
0000038448,RICHMOND,7025
0000038451,ULVERSTONE,7315
0000038454,NUBEENA,7184
0000038455,INVERMAY,7248
0000038456,CHURCHILL,7010
0000038464,Burnie,7320
0000038477,MARGATE,7054
0000038480,ZEEHAN,7469
0000038482,Launceston,7250
0000038487,QUEENSTOWN,7467
0000038496,DEVONPORT,7310
0000038526,Burnie,7320
0000038535,WESLEY VALE,7307
0000038536,NEW NORFOLK,7140
0000038537,GEORGE TOWN,7253
0000038538,HEYBRIDGE,7316
0000038540,Burnie,7320
0000038541,SHEFFIELD,7306
0000038542,LONGFORD,7301
0000038548,BERRIEDALE,7011
0000038552,NUBEENA,7184
0000038568,BELL BAY,7253
0000038569,BEACONSFIELD,7270
0000038570,Youngtown,7249
0000038572,Burnie,7320
0000038573,Burnie,7320
0000038574,WESLEY VALE,7307
0000038576,DEVONPORT,7310
0000038582,SOUTH HOBART,7004
0000038583,ST HELENS,7216
0000038588,Burnie,7320
0000038589,ROKEBY,7019
0000038590,Edith Creek,7330
0000038591,BELL BAY,7253
0000038594,BARRINGTON,7306
0000038595,SOMERSET,7322
0000038596,FORTH,7310
0000038597,BARRINGTON,7310
0000038598,ULVERSTONE,7315
0000038599,SMITHTON,7330
0000038600,PENGUIN,7316
0000038611,Burnie,7320
0000038615,BELL BAY,7253
0000038616,WHITE HILLS,7250
0000038617,WAVERLY,7250
0000038618,BLACKSTONE HEIGHTS,7250
0000038619,Trevallyn,7250
0000038622,GEORGE TOWN,7253
0000038623,GEORGETOWN,7253
0000038699,MOONAH,7009
0000038708,NEWTOWN,7000
0000038710,QUEENSTOWN,7467
0000038711,INVERMAY,7248
0000038712,CAMDALE,7320
0000038714,Spreyton,7310
0000038715,WYNYARD,7325
0000038716,Burnie,7320
0000038717,Burnie,7320
0000038718,SMITHTON,7330
0000038719,QUOIBA,7310
0000038720,ULVERSTONE,7315
0000038721,Launceston,7250
0000038729,DELORAINE,7304
0000038730,WESTBURY,7303
0000038732,BOTHWELL,7030
0000038733,BOTHWELL,7030
0000038734,BRIDPORT,7262
0000038735,SCOTTSDALE,7260
0000038736,BICHENO,7190
0000038737,ORFORD,7190
0000038738,TRIABUNNA,7190
0000038739,DOVER,7117
0000038740,HUONVILLE,7109
0000038741,Ranelagh,7109
0000038742,Oatlands,7120
0000038743,Strahan,7468
0000038744,TULLAH,7321
0000038745,ZEEHAN,7469
0000038747,Boyer,7140
0000038751,DEVONPORT,7310
0000038752,SORELL,7172
0000038753,SORELL,7172
0000038766,MOONAH,7009
0000038804,HOBART,7000
0000038806,ROSEBERY,7470
0000038808,GEORGETOWN,7253
0000038809,BEACONSFIELD,7270
0000038811,Burnie,7320
0000038812,Burnie,7320
0000038814,DEVONPORT,7310
0000038817,MOONAH,7009
0000038818,ST HELENS,7216
0000038821,Burnie,7320
0000038823,CLARENCE,7270
0000038824,Edith Creek,7330
0000038828,ULVERSTONE,7315
0000038835,Trevallyn,7250
0000038838,GEORGETOWN,7253
0000038839,GEORGETOWN,7253
0000038840,GLENORCHY,7010
0000038842,NEWTOWN,7001
0000038843,INVERMAY,7248
0000038844,CAMDALE,7320
0000038853,BOTHWELL,7030
0000038854,TRIABUNNA,7190
0000038855,HUONVILLE,7109
0000038856,.,7120
0000038858,LONGFORD,7301
0000038861,SORELL,7172
0000038865,MOONAH,7009
0000038867,HOBART,7000
0000039015,Burnie,7320
0000039016,CRADLE MOUNTAIN,7306
0000039034,ROUNDHILL,7320
0000039106,BREADALBANE,7258
0000039107,East Devonport,7310
0000039108,DEVONPORT,7310
0000039193,DERWENT PARK,7009
0000039198,BRIDGENORTH,7277
0000039423,Hounville,7109
0000039527,SMITHTON,7330
0000039529,SMITHTON,7330
0000039540,MOWBRAY,7248
0000039594,MARRAWAH,7330
0000039620,Launceston,7250
0000039666,BELL BAY,7253
0000039669,Launceston,7250
0000039679,NATONE,7321
0000039709,Claremont,7011
0000039731,HOBART,7000
0000039754,BELL BAY,7253
0000039764,Goodwood,7010
0000039804,Claremont,7011
0000039830,INVERMAY,7248
0000039980,ROCHERLEA,7248
0000039989,BEACONSFIELD,7270
0000040026,CAMDALE,7320
0000040139,SORRELL,7172
0000040185,GLENORCHY,7010
0000040199,INVERMAY,7248
0000040285,BELL BAY,7253
0000040329,ORFORD,7190
0000040330,TRIABUNNA,7190
0000040331,BICHENO,7190
0000040364,ROCHERLEA,7248
0000040365,ZEEHAN,7469
0000040402,SOMERSET,7322
0000040483,LUTANA,7009
0000040491,HOBART,7000
0000040492,HOBART,7000
0000040572,SOUTH HOBART,7004
0000040618,BRIDGEWATER,7030
0000040630,DEVONPORT,7310
0000040769,Launceston,7250
0000040796,LONGFORD,7301
0000040816,SOUTH HOBART,7004
0000040873,Launceston,7250
0000040893,DELORAINE,7304
0000041315,STH BURNIE,7565
0000041354,SCOTTSDALE,7260
0000041570,WYNYARD,7325
0000041593,ZEEHAN,7469
0000041910,ST HELENS,7216
0000041936,East Ulverstone,7315
0000042231,DERWENT PARK,7009
0000042303,LUTANA,7009
0000045823,NEWSTEAD,7250
0000046185,GEORGE TOWN,7253
0000046317,Wivenhoe,7320
0000046343,SEVEN MILE BEACH,7170
0000046593,BELL BAY,7253
0000046660,PIPERS RIVER,7252
0000047274,WARRANE,7018
0000047289,HOBART,7009
0000047361,MARGATE,7054
0000047477,MONTAGU BAY,7018
0000047663,WYNYARD,7325
0000047671,NEWSTEAD,7250
0000047754,ROCHERLEA,7248
0000047796,Burnie,7320
0000047804,SMITHTON,7113
0000047805,ROCHERLEA,7248
0000047809,CRADLE MOUNTAIN,7306
0000047817,HOBART,7000
0000047827,FORTH,7310
0000047828,HOBART,7001
0000047873,QUOIBA,7310
0000047902,GEORGETOWN,7253
0000047959,QUEENSTOWN,7467
0000048144,DEVONPORT,7310
0000048223,ROCHERLEA,7248
0000048224,QUEENSTOWN,7467
0000048312,GEORGETOWN,7253
0000048337,SCOTTSDALE,7260
0000048486,QUEENSTOWN,7467
0000048487,ZEEHAN,7469
0000048518,ROSEBERY,7470
0000048566,Burnie,7320
0000048664,Launceston,7250
0000048669,NEW TOWN,7008
0000048670,DEVONPORT,7310
0000048814,Burnie,7320
0000048998,DEVONPORT,7310
0000049063,ELWICK,7010
0000049093,ROCHERLEA,7248
0000049131,ZEEHAN,7469
0000049182,LONGFORD,7301
0000049420,BELL BAY,7253
0000049519,RAILTON,7305
0000049522,AVOCA,7213
0000049523,Campbell Town,7210
0000049526,SCAMANDER,7215
0000049527,ST MARYS,7215
0000049528,CRESSY,7301
0000049529,LONGFORD,7301
0000049530,SCOTTSDALE,7260
0000049587,HOBART,7000
0000049696,Sisters Beach,7321
0000049712,CRADLE MOUNTAIN,7306
0000049866,Wivenhoe,7320
0000049940,Fingal,7214
0000050028,HELLYER,7321
0000050066,"Wivenhoe, BURNIE",7320
0000050269,CRADLE MOUNTAIN,7306
0000050272,HOBART,7001
0000050296,HOBART,7000
0000050300,NEW NORFOLK,7140
0000050356,DEVONPORT,7310
0000050363,DEVONPORT,7310
0000050373,Goodwood,7249
0000050404,HUONVILLE,7109
0000050405,DOVER,7117
0000050406,HASTINGS,7109
0000050671,East Devonport,7310
0000050685,SMITHTON,7330
0000050831,Latrobe,7307
0000050947,FORTH,7310
0000050955,SAVAGE RIVER,7321
0000050992,TEMMA,7330
0000051000,Quobia,7310
0000051312,DELORAINE,7304
0000051369,HOBART,7000
0000051372,HOBART,7000
0000051472,HOBART,7000
0000051528,"BATTERY POINT, HOBART",7004
0000051530,DOVER,7117
0000051680,SOUTH HOBART,7004
0000051685,ZEEHAN,7469
0000051888,SWANSEA,7190
0000051920,INVERMAY,""
0000051933,QUEENSTOWN,7467
0000052017,NEW NORFOLK,7140
0000052283,CAMDALE,7320
0000052378,WILMOT,7310
0000052628,GLENORCHY,7010
0000052705,ST HELENS,7216
0000052733,GLENORCHY,7010
0000053065,KINGSTON,7050
0000053076,HELLYER,7321
0000053114,Launceston,7248
0000053168,INVERMAY,7248
0000053250,Ranelagh,7109
0000053624,Campbell Town,7210
0000053722,KING ISLAND,7256
