SH_Customer No,SH_Customer City,SH_Customer Post Code
0000030006,HUMPTY DOO,0836
0000030012,LEANYER,0812
0000030014,JABIRU,0886
0000030065,BERRIMAH,0828
0000030414,Coconut Grove,0810
0000030418,TENNANT CREEK,0860
0000030451,PALMERSTON,0831
0000030499,ALICE SPRINGS,0871
0000030669,BERRIMAH,0828
0000030711,DARWIN,0800
0000031047,WARREGO,0862
0000031202,GUNN,0832
0000031379,Nhulunbuy,0880
0000031745,BERRIMAH,0828
0000031746,DARWIN,0800
0000032677,WINNELLIE,0820
0000034041,KATHERINE,0850
0000034450,KATHERINE,0850
0000034604,STUART PARK,0801
0000034605,STUART PARK,0801
0000034673,WADEYE,0822
0000034959,"Granites Via Alice Springs, NT",0800
0000035112,"FRANCES BAY,    DARWIN",0801
0000035303,ALICE SPRINGS,0871
0000035399,WINNELLIE,0820
0000035574,PARAP,0820
0000035624,BERRIMAH,0828
0000035625,DARWIN,0800
0000035643,WINNELLIE,0820
0000035680,BERRIMAH,0828
0000035693,PINE CREEK,0847
0000036583,SANDERSON,0813
0000037083,PINELANDS  NT,0828
0000037338,HUMPTY DOO,0836
0000037353,WINNELLIE,0820
0000037516,BERRIMAH,0828
0000037525,BERRIMAH,0828
0000037661,Channel Island,0830
0000037834,PINE CREEK,0847
0000037891,NOONAMAH,0837
0000038346,Mount Isa,4825
0000038363,KATHERINE,0850
0000038566,HUMPTY DOO,0836
0000038933,DARWIN,0800
0000039063,BERRIMAH,0828
0000039277,ALICE SPRINGS,0870
0000039624,KATHERINE,0850
0000039626,YARRAWONGA,0830
0000039691,UMBAKUMBA,0822
0000039693,Coconut Grove,0810
0000039702,PINELANDS,0829
0000039744,LUDMILLA,0820
0000039772,MELVILLE ISLAND,0822
0000039773,MELVILLE ISLAND,0822
0000039827,DARWIN,0800
0000039829,BERRIMAH,0828
0000039883,JABIRU,0886
0000039936,YULARA,0872
0000040023,PINELANDS,0829
0000040068,WINNELLIE,0820
0000040077,WINNELLIE,0820
0000040229,ALICE SPRINGS,0870
0000040238,DARWIN,0801
0000040299,PINELANDS,0829
0000040450,YARRAWONGA,0830
0000040471,JABIRU,0886
0000040517,JABIRU,0886
0000040716,Muramats Rd,0828
0000040797,BERRIMAH,0828
0000040879,ALICE SPRINGS,0870
0000041316,KATHERINE,0850
0000041408,DARWIN,0800
0000041704,Borroloola,0854
0000041968,WINNELLIE,0820
0000041971,Nhulunbuy,0880
0000042025,WINNELLIE,0820
0000042029,BERRIMAH,0828
0000042030,LARRAKEAH,0820
0000042031,PALMERSTON,0830
0000042032,PALMERSTON,0830
0000042096,BATCHELOR,0845
0000042098,JABIRU,0886
0000042151,EAST ARM,0828
0000047103,BATCHELOR,0845
0000047198,BATCHELOR.   NT,0845
0000047747,NIGHTCLIFF,0814
0000047772,Coconut Grove,0810
0000048012,BERRIMAH,0828
0000048544,DARWIN,0800
0000048701,via PINE CREEK,0847
0000048715,EAST ARM,0822
0000048913,BATCHELOR,0845
0000048935,BATCHELOR,0845
0000049564,DARWIN,0800
0000049658,"",0860
0000049921,BERRIMAH,0828
0000050271,WINNELLIE,0821
0000050326,ALICE SPRINGS,0870
0000050331,ALICE SPRINGS,0870
0000050347,ALICE SPRINGS,0870
0000050664,PALMERSTON,0831
0000050772,LEANYER,0812
0000050786,BERRIMAH,0828
0000051230,WOOLNER,0820
0000052241,Coconut Grove,0810
0000052565,WINNELLIE,0820
0000052668,Hudson Creek,0829
0000052798,ALICE SPRINGS,0870
0000053109,WINNELLIE,0820
0000053413,BERRIMAH,0828
0000053414,DARWIN,0800
0000053415,Maningrida,0820
0000053416,BERRIMAH,0828
0000053513,BERRIMAH,0828
0000053808,SMITHFIELD,2164
0000054222,DARWIN,0800
0000054264,Marrara,0812
0000054265,WINNELLIE,0828
0000054266,DARWIN,0820
0000054267,DARWIN,0800
0000054268,DARWIN,0800
0000054274,KATHERINE,0850
0000054275,via KATHERINE,0850
0000054276,KATHERINE,0850
0000054279,OENPELLI,0828
0000054391,BERRIMAH,0828
0000054392,BERRIMAH,0828
0000054408,BERRIMAH,0828
0000054552,PALUMPA,0812
0000054553,Marrara,0812
0000054623,DARWIN,0800
0000054625,BERRIMAH,0828
0000054627,DARWIN,0800
0000054628,DARWIN,0800
0000054637,BERRIMAH,0828
0000054640,BERRIMAH,0828
0000054641,PALMERSTON,0831
0000054654,BERRIMAH,0828
0000054655,DARWIN,0800
0000054692,ALICE SPRINGS,0870
0000054704,DARWIN,0822
0000054712,DARWIN,0800
0000054714,BERRIMAH,0828
0000054819,Wickham Point,0822
0000054885,DARWIN,0800
0000054918,WINNELLIE,0828
0000055061,"Wickham Point, Darwin",0800
0000055249,ALICE SPRINGS,0870
0000055329,ALICE SPRINGS,0870
0000055438,ALICE SPRINGS,0870
0000055693,BERRIMAH,0828
0000056087,Marrara,0812
0000056109,DARWIN,0800
0000056160,Marrara,0812
0000056207,KATHERINE,0850
0000056320,PINE CREEK,0847
0000056349,DARWIN,0800
0000056422,Marrara,0812
0000056423,CASUARINA,0810
0000056424,STUART PARK,0820
0000056786,DARWIN,0822
0000056924,Marrara,0812
0000056925,Livingston,0822
0000056952,HOLTZE,0829
0000056976,HOLTZE,0835
0000056983,BERRIMAH,0828
0000057022,ALICE SPRINGS,0871
0000057025,EAST ARM,0828
0000057026,EAST ARM,0828
0000057098,DARWIN,0800
0000057099,BERRIMAH,0828
0000057107,BATCHELOR,0845
0000057209,BATCHELOR,0845
0000057229,"Hudson Creek, Berrimah",0828
0000057234,STUART PARK,0820
0000057238,BERRIMAH,0828
0000057239,BERRIMAH,0828
0000057240,BERRIMAH,0828
0000057244,"TIWI GARDENS, DARWIN",0810
0000057246,BERRIMAH,0828
0000057324,Yarrawaonga,0830
0000057509,EAST ARM,0828
0000057584,BERRIMAH,0828
0000057748,TINDAL,0850
0000057809,GROOTE EYLANDT,0885
0000057820,BERRIMAH,0828
0000057898,BERRIMAH,0828
0000057943,Kakadu National Park,0886
0000058142,"Wickham,",0822
0000058222,DARWIN,0800
0000058309,BERRIMAH,0828
0000058317,DARWIN,0800
0000058598,DARWIN,0800
0000058657,BERRIMAH,0828
0000058658,BERRIMAH,0828
0000058699,BERRIMAH,0828
0000058729,BERRIMAH,0828
0000058737,BERRIMAH,0828
0000058765,BERRIMAH,0828
0000058879,Adelaide River,0846
0000059275,BERRIMAH,0828
0000059492,"Jingili, Darwin",0810
0000059503,Howard Springs,0835
0000059504,EAST ARM,0822
0000059505,DARWIN,0800
0000059633,Marrara,0812
0000059693,DARWIN,0800
0000059892,Manton,0837
0000059951,Manton,0837
0000059990,DARWIN,0800
0000060029,BERRIMAH,0828
