SH_Customer No,SH_Customer City,SH_Customer Post Code
0000005799,Kirrawee DC,2232
0000005800,ARNDELL PARK,2148
0000005801,BOTANY,2019
0000005802,TAREN POINT,2229
0000005805,Kensington,2033
0000005806,SYDNEY,2000
0000005807,MOOREBANK,2170
0000005808,ALEXANDRIA,2015
0000005809,Minto,2566
0000005810,CAMPSIE,2194
0000005811,Maraylya,2765
0000005812,MOOREBANK,2170
0000005813,SYDNEY,2001
0000005814,SMITHFIELD,2164
0000005815,DAPTO,2530
0000005816,LEICHHARDT,2040
0000005818,MIRANDA,2228
0000005819,HANWOOD,2680
0000005820,HOMEBUSH,2140
0000005821,AUBURN,2144
0000005822,LANSVALE,2166
0000005823,BEGA,2550
0000005824,MICHINBURY,2770
0000005825,BEGA,2550
0000005826,LAKEMBA,2195
0000005827,SUMMER HILL,2130
0000005828,BERMAGUI,2546
0000005829,CARINGBAH,2229
0000005830,TAREN POINT,2229
0000005831,Port Kembla,2505
0000005832,REVESBY,2212
0000005833,APPIN,2560
0000005834,FIVE DOCK,2046
0000005835,MARRICKVILLE,2204
0000005836,WAGGA WAGGA,2650
0000005837,GREENACRE,2190
0000005839,REVESBY,2212
0000005840,NEW BERRIMA,2577
0000005841,FIVE DOCK,2046
0000005842,CRINGILA,2502
0000005843,BOMBALA,2632
0000005844,Minchinbury,2770
0000005846,MASCOT,2020
0000005847,BOTANY,2019
0000005848,ENGADINE,2233
0000005849,KIRRAWEE,2232
0000005850,THARWA,2620
0000005851,VILLAWOOD,2163
0000005852,REVESBY,2212
0000005853,Young,2594
0000005854,WETHERILL PARK,2164
0000005856,ALEXANDRIA,2015
0000005859,NEWTOWN,2042
0000005862,CAMPSIE,2194
0000005863,Canterbury,2193
0000005864,ROSELANDS,2196
0000005866,HURSTVILLE,2220
0000005867,Seven Hills,2147
0000005868,UNANDERRA,2526
0000005869,Pymble,2073
0000005870,WOLLONGONG,2073
0000005871,CONDELL PARK,2200
0000005872,SYDNEY,2000
0000005873,CHIPPENDALE,2008
0000005874,CHIPPENDALE,2008
0000005875,FAIRFIELD,2165
0000005876,MASCOT,2020
0000005877,CARINGBAH,2229
0000005879,THIRLMERE,2572
0000005880,NTH BEGA,2550
0000005881,THORNTON,2322
0000005882,FAIRY MEADOW,2519
0000005884,WAGGA WAGGA,2650
0000005885,GREENACRE,2190
0000005886,MIRANDA,2228
0000005887,AUBURN,2144
0000005888,Kingsgrove,2208
0000005889,LEICHHARDT,2040
0000005890,HURSTVILLE,2220
0000005891,St Peters,2044
0000005892,FOREST HILL,2651
0000005893,BRAEMAR VIA MITTAGONG,2575
0000005895,ST MARYS,2760
0000005896,Canberra,2601
0000005897,BOTANY,2019
0000005898,REVESBY,2212
0000005899,BULLI,2516
0000005901,Coolamon,2701
0000005902,Coolamon,2701
0000005903,CHIPPING NORTON,2170
0000005904,Cooma,2630
0000005905,CHIPPING NORTON,2170
0000005906,NIMMITABEL,2631
0000005907,Cooma,2630
0000005908,COOTAMUNDRA,2590
0000005909,Milperra,2214
0000005910,BELLVUE HILL,2023
0000005911,BOTANY,2019
0000005912,CRONULLA,2230
0000005913,Crookwell,2583
0000005914,MOOREBANK,2170
0000005915,REVESBY,2212
0000005916,LUCAS HEIGHTS,2234
0000005918,Ulladulla,2539
0000005919,Pyrmont,2009
0000005921,CAMPERDOWN,2050
0000005923,STRATHFIELD SOUTH,2136
0000005924,SYDNEY,2001
0000005925,SURRY HILLS,2010
0000005926,BOTANY,2019
0000005928,BOWRAL,2576
0000005929,REVESBY,2212
0000005930,MARRICKVILLE,2204
0000005931,ALEXANDRIA,2015
0000005932,"LOCKED BAG 12,PYRMONT",2009
0000005933,BALMORAL,2088
0000005936,BOTANY,2019
0000005938,TAREN POINT,2229
0000005939,DRUMMOYNE,2047
0000005941,Padstow,2211
0000005942,NEWTOWN,2042
0000005943,ARNCLIFFE,2205
0000005945,WATERLOO,2017
0000005946,QUEANBEYAN,2620
0000005947,CARINGBAH,2228
0000005948,LIDCOMBE,2141
0000005949,EAST BOTANY,2019
0000005951,CASULA,2170
0000005952,GREENACRE,2190
0000005953,KIRRAWEE,2232
0000005954,Bankstown,2200
0000005955,BALMAIN,2041
0000005956,Padstow,2211
0000005957,BOTANY,2019
0000005958,TAREN POINT,2229
0000005959,EDGECLIFF,2027
0000005960,CARLTON,2218
0000005961,RIVERWOOD,2210
0000005963,KIRRAWEE,2232
0000005964,CARINGBAH,2229
0000005965,Padstow,2211
0000005966,NOWRA,2541
0000005967,Hoxton Park,2171
0000005968,WOLLONGONG,2500
0000005969,Hillsdale,2036
0000005970,ALEXANDRIA,2015
0000005971,via TARALGA,2580
0000005972,MOOREBANK,2170
0000005973,MILTON,2538
0000005974,CARINGBAH,2229
0000005975,GREENACRE,2190
0000005976,CAMPERDOWN,2050
0000005977,MARRICKVILLE,2204
0000005978,REVESBY,2212
0000005979,KOGARAH,2217
0000005981,MARRICKVILLE,2021
0000005982,Padstow,2211
0000005983,St Peters,2044
0000005984,St Peters,2044
0000005985,CAMPSIE,2194
0000005986,GOULBURN,2580
0000005987,MOOREBANK,2170
0000005988,REVESBY,2212
0000005989,YAGOONA,2199
0000005990,BOTANY,2065
0000005991,CARINGBAH,2220
0000005992,MATRAVILLE,2036
0000005993,Griffith,2680
0000005994,Griffith,2680
0000005997,GUNDAGAI,2722
0000005998,SMITHFIELD,2164
0000005999,MARRICKVILLE,2204
0000006000,HUNTINGWOOD,2148
0000006002,CAMPERDOWN,2050
0000006003,UNANDERRA,2526
0000006004,HAY,2711
0000006005,CHIPPING NORTON,2170
0000006006,HAY,2711
0000006007,Ashfield,2131
0000006008,ALEXANDRIA,2015
0000006009,BOTANY,2019
0000006011,CHESTER HILL,2162
0000006012,MARRICKVILLE,2204
0000006013,UNANDERRA,2526
0000006014,HURSTVILLE,2220
0000006015,HURSTVILLE,2220
0000006016,MARRICKVILLE,2204
0000006017,EDEN,2551
0000006018,YENNORA,2161
0000006019,MATRAVILLE,2036
0000006020,MATRAVILLE,2036
0000006021,MATRAVILLE,2036
0000006022,MATRAVILLE,2036
0000006023,MATRAVILLE,2036
0000006024,TEMPE,2044
0000006025,SYDNEY,2000
0000006026,MASCOT,2020
0000006027,St Peters,2044
0000006029,MARRICKVILLE,2204
0000006030,PEAKHURST,2210
