,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Document Date,Quantity in L,SH_Customer No,state
49457,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2017-04,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",2017-04,1000.0,34491,nsw
49463,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2017-03,1.33,TO,N118,55326,National Transport & Distribution,2017-03,992.5373134328358,8913,nsw
49468,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2017-03,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",2017-03,1000.0,34491,nsw
49474,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2017-02,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",2017-02,1000.0,34491,nsw
49475,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2017-02,1.0,BOX,N118,8913,Nowra Chemical Manufacturers Pty Lt,2017-02,1000.0,8913,nsw
49483,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2017-01,21.28,TO,N118,53823,Solugistics,2017-01,15880.597014925374,5886,nsw
49487,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2017-01,1.33,TO,N118,55326,National Transport & Distribution,2017-01,992.5373134328358,8913,nsw
49495,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2017-01,21.28,TO,N118,53823,Solugistics,2016-12,15880.597014925374,5886,nsw
49496,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2017-01,1.33,TO,N118,55326,National Transport & Distribution,2016-12,992.5373134328358,8913,nsw
49497,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-12,21.28,TO,N118,53823,Solugistics,2016-12,15880.597014925374,5886,nsw
49498,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-12,21.28,TO,N118,53823,Solugistics,2016-12,15880.597014925374,5886,nsw
49507,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-11,21.28,TO,N118,53823,Solugistics,2016-11,15880.597014925374,5886,nsw
49512,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-11,21.28,TO,N118,53823,Solugistics,2016-11,15880.597014925374,5886,nsw
49513,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-11,21.28,TO,N118,53823,Solugistics,2016-11,15880.597014925374,5886,nsw
49516,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-10,21.28,TO,N118,53823,Solugistics,2016-10,15880.597014925374,5886,nsw
49518,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-10,21.28,TO,N118,53823,Solugistics,2016-10,15880.597014925374,5886,nsw
49524,60944,Central Coast Council,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-09,2.0,IBC,N118,59247,Buttonderry Waste Management facili,2016-09,2000.0,60944,nsw
49527,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-09,2.66,TO,N118,55326,National Transport & Distribution,2016-09,1985.0746268656717,8913,nsw
49532,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-09,21.28,TO,N118,53823,Solugistics,2016-09,15880.597014925374,5886,nsw
49535,60944,Wyong Shire Council,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-08,2.66,TO,N118,59247,Buttonderry Waste Management facili,2016-08,1985.0746268656717,60944,nsw
49536,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-08,16.0,IBC,N118,53823,Solugistics,2016-08,16000.0,5886,nsw
49537,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-08,1.33,TO,N118,55326,National Transport & Distribution,2016-08,992.5373134328358,8913,nsw
49541,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-08,1.33,TO,N118,55326,National Transport & Distribution,2016-08,992.5373134328358,8913,nsw
49542,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-08,1.33,TO,N118,55326,National Transport & Distribution,2016-07,992.5373134328358,8913,nsw
49543,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-08,21.28,TO,N118,53823,Solugistics,2016-07,15880.597014925374,5886,nsw
49547,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-07,21.28,TO,N118,53823,Solugistics,2016-07,15880.597014925374,5886,nsw
49548,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-07,21.28,TO,N118,53823,Solugistics,2016-07,15880.597014925374,5886,nsw
49549,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-07,2.66,TO,N118,55326,National Transport & Distribution,2016-07,1985.0746268656717,8913,nsw
49550,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-07,2.66,TO,N118,55326,National Transport & Distribution,2016-07,1985.0746268656717,8913,nsw
49553,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-06,21.28,TO,N118,53823,Solugistics,2016-06,15880.597014925374,5886,nsw
49554,52419,Tasman Water Technologies Pty Limit,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-06,10.0,IBC,N118,56639,OVIVO WATER,2016-06,10000.0,52419,nsw
49556,7052,Wyong Shire Council,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-06,2.66,TO,N118,59247,Buttonderry Waste Management facili,2016-06,1985.0746268656717,7052,nsw
49558,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-05,2.0,BOX,V305,53819,"MCG RWTP, Gate 3",2016-05,2000.0,34491,nsw
49561,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-05,21.28,TO,N118,53823,Solugistics,2016-05,15880.597014925374,5886,nsw
49565,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-04,21.28,TO,N118,53823,Solugistics,2016-04,15880.597014925374,5886,nsw
49566,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-04,1.33,TO,N118,55326,National Transport & Distribution,2016-04,992.5373134328358,8913,nsw
49573,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-03,21.28,TO,N118,53823,Solugistics,2016-03,15880.597014925374,5886,nsw
49580,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-02,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",2016-02,1000.0,34491,nsw
49582,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-02,21.28,TO,N118,53823,Solugistics,2016-02,15880.597014925374,5886,nsw
49584,52419,Tasman Water Technologies Pty Limit,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-02,10.0,IBC,N118,56639,OVIVO WATER,2016-02,10000.0,52419,nsw
49586,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-02,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",2016-01,1000.0,34491,nsw
49587,7052,Wyong Shire Council,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-02,2.66,TO,N118,59247,Buttonderry Waste Management facili,2016-02,1985.0746268656717,7052,nsw
49593,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-01,21.28,TO,N118,53823,Solugistics,2016-01,15880.597014925374,5886,nsw
49594,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-01,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",2016-01,1000.0,34491,nsw
49597,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-01,1.33,TO,N118,55326,National Transport & Distribution,2016-01,992.5373134328358,8913,nsw
49598,7052,Wyong Shire Council,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2016-01,2.66,TO,N118,59247,Buttonderry Waste Management facili,2016-01,1985.0746268656717,7052,nsw
49602,8913,Nowra Chemical Manufacturers Pty Lt,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-12,1.33,TO,N118,55326,National Transport & Distribution,2015-12,992.5373134328358,8913,nsw
49604,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-12,21.28,TO,N118,53823,Solugistics,2015-12,15880.597014925374,5886,nsw
49605,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-12,21.28,TO,N118,53823,Solugistics,2015-11,15880.597014925374,5886,nsw
49607,34491,Downer Utilities Australia Pty Ltd,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-12,1.0,BOX,V305,53819,"MCG RWTP, Gate 3",2015-11,1000.0,34491,nsw
49610,5886,Integra Water Treatment Solutions,PAC23-1330NR,PAC 23 SOLUTION - 1330KG IBC NR,2015-11,21.28,TO,N118,53823,Solugistics,2015-11,15880.597014925374,5886,nsw
