,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,Quantity in L,state of Sold-To Party
86566,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
86569,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86570,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86571,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86572,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86573,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86575,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2000.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,2000.0,wa
86576,20518,Alcoa - Huntly,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,20518,Alcoa - Huntly,3000.0,wa
86577,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39951,BP Refinery (Bore),3000.0,wa
86578,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86579,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86580,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86581,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86582,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,6000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,6000.0,wa
86583,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,41353,CSBP #2 AN PLANT,3000.0,wa
86584,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86586,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
86587,4664,South Fremantle High School,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2000.0,L,W205,4664,South Fremantle High School,2000.0,wa
86593,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86594,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86595,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,10082,AUSTRALIND-W Corp,10500.0,wa
86596,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86597,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86599,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,41954,CSBP #2 Prill Plant,1000.0,wa
86600,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10000.0,L,W205,39221,A Plus Chemicals & Fragrances,10000.0,wa
86601,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
86602,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86604,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39382,WILLIAMS WTP-W Corp,3000.0,wa
86605,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86606,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86607,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86608,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
86609,39276,West Coast Eagles,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39276,West Coast Eagles,1000.0,wa
86610,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86612,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,5600.0,L,W205,39388,YOKINE WTP-W Corp,5600.0,wa
86613,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3700.0,L,W205,39380,WHITFORDS WACWA-W Corp,3700.0,wa
86614,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,2500.0,wa
86615,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2000.0,L,W205,39345,L5 PUMP STN-W Corp,2000.0,wa
86616,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1900.0,L,W205,39315,BALCATTA WTP-W Corp,1900.0,wa
86617,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,6000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,6000.0,wa
86618,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,41353,CSBP #2 AN PLANT,3000.0,wa
86619,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86620,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86623,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1500.0,L,W205,39357,MT ELIZA-W Corp,1500.0,wa
86624,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,7300.0,L,W205,39388,YOKINE WTP-W Corp,7300.0,wa
86625,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2300.0,L,W205,39352,MELVILLE-W Corp,2300.0,wa
86626,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1400.0,L,W205,39354,MIRRABOOKA (Hypo)-W Corp,1400.0,wa
86627,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39318,BOLD PARK 2 WTP-W Corp,3000.0,wa
86628,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2800.0,L,W205,39315,BALCATTA WTP-W Corp,2800.0,wa
86629,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
86630,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1700.0,L,W205,39285,Altone Park Leisure,1700.0,wa
86631,4590,Midland Chemicals,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,4591,Midland Chemicals,4000.0,wa
86633,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,10082,AUSTRALIND-W Corp,10500.0,wa
86634,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86635,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,39363,PERTH DESAL-W Corp,4000.0,wa
86636,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86637,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86638,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86639,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86640,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1500.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,1500.0,wa
86641,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3500.0,L,W205,39345,L5 PUMP STN-W Corp,3500.0,wa
86644,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10000.0,L,W205,39384,WOODMAN PT WA21- Do not use,10000.0,wa
86645,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86646,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,4000.0,wa
86647,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,41353,CSBP #2 AN PLANT,3000.0,wa
86648,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86649,4461,HBF Stadium,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2000.0,L,W205,39307,Water Polo Pool-Challenge Stadium,2000.0,wa
86651,39942,TW Power Services,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,8000.0,L,W205,41548,Transfield - Collie PS,8000.0,wa
86655,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1500.0,L,W205,39286,Ballajura Aquatic Centre - Swan SC,1500.0,wa
86658,39272,Swanleigh Residential College,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39272,Swanleigh Residential College,1000.0,wa
86659,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86661,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10000.0,L,W205,39221,A Plus Chemicals & Fragrances,10000.0,wa
86662,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86663,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86664,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86665,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86666,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,19586,DUNSBOROUGH WWTP -W Corp,4000.0,wa
86667,39248,North Lake Senior Campus,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2000.0,L,W205,39248,North Lake Senior Campus,2000.0,wa
86668,39248,North Lake Senior Campus,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1800.0,L,W205,39248,North Lake Senior Campus,1800.0,wa
86669,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,7000.0,L,W205,10082,AUSTRALIND-W Corp,7000.0,wa
86670,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86671,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86672,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86675,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
86676,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,39382,WILLIAMS WTP-W Corp,4000.0,wa
86677,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86679,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4500.0,L,W205,48180,BEENYUP GWRT-W Corp,4500.0,wa
86680,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86681,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,4000.0,wa
86682,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,41353,CSBP #2 AN PLANT,3000.0,wa
86683,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86684,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2000.0,L,W205,41624,HAMILTON RES-W Corp,2000.0,wa
86685,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4800.0,L,W205,39388,YOKINE WTP-W Corp,4800.0,wa
86686,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3400.0,L,W205,39354,MIRRABOOKA (Hypo)-W Corp,3400.0,wa
86687,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,2500.0,wa
86688,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2300.0,L,W205,39345,L5 PUMP STN-W Corp,2300.0,wa
86689,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,500.0,L,W205,39339,KALAMUNDA-W Corp,500.0,wa
86690,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39335,GREENMOUNT-W Corp,1000.0,wa
86691,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,500.0,L,W205,39321,BUCKLAND HILL-W Corp,500.0,wa
86692,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1800.0,L,W205,39315,BALCATTA WTP-W Corp,1800.0,wa
86694,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2000.0,L,W205,21325,PEMBERTON-W Corp,2000.0,wa
86695,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,39349,MANJIMUP WTP-W Corp,2500.0,wa
86696,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,39348,MANJIMUP (Pozzi)-W Corp,4000.0,wa
86697,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2000.0,L,W205,39382,WILLIAMS WTP-W Corp,2000.0,wa
86698,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,7500.0,L,W205,10082,AUSTRALIND-W Corp,7500.0,wa
86699,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39365,PRESTON BEACH-W Corp,1000.0,wa
86701,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,41954,CSBP #2 Prill Plant,1000.0,wa
86702,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1400.0,L,W205,39357,MT ELIZA-W Corp,1400.0,wa
86703,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4200.0,L,W205,39388,YOKINE WTP-W Corp,4200.0,wa
86704,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,39352,MELVILLE-W Corp,2500.0,wa
86705,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,39318,BOLD PARK 2 WTP-W Corp,2500.0,wa
86706,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39315,BALCATTA WTP-W Corp,3000.0,wa
86708,39221,A Plus Chemicals & Fragrances,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10000.0,L,W205,39221,A Plus Chemicals & Fragrances,10000.0,wa
86709,39271,St Marys Girls School,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39271,St Marys Girls School,1000.0,wa
86710,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39819,SCP#1 Aust Gold Reagents,1000.0,wa
86711,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39820,SCP#2 Aust Gold Reagents,1000.0,wa
86712,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,4000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,4000.0,wa
86716,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,39336,GWELUP-W Corp,11000.0,wa
86717,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86718,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86719,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86720,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86721,39266,City of Swan,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1500.0,L,W205,39287,Swan Park Aquatic Centre,1500.0,wa
86722,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,41353,CSBP #2 AN PLANT,3000.0,wa
86723,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86724,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86725,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1000.0,L,W205,39326,CENTRAL PUMP STN (L6)-W Corp,1000.0,wa
86726,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,39345,L5 PUMP STN-W Corp,2500.0,wa
86728,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,27916,QUINDALUP WTP-W Corp,3000.0,wa
86729,39241,IPM Operation & Maintenance Kwinana,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,1200.0,L,W205,41125,IPM - Kwinana Co-Gen,1200.0,wa
86730,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,10075,SUBIACO-W Corp,10500.0,wa
86732,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86734,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86735,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86738,39251,Pooltime Pool Products,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,7500.0,L,W205,39251,Pooltime Pool Products,7500.0,wa
86739,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,10082,AUSTRALIND-W Corp,10500.0,wa
86741,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86742,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86743,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86745,16778,Ecolab Pty Ltd Canning Vale,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2500.0,L,W205,16778,Ecolab Pty Ltd Canning Vale,2500.0,wa
86746,9776,Agent Sales & Services Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,50623,Agent Sales - Bassendean,11000.0,wa
86747,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,8500.0,L,W205,39336,GWELUP-W Corp,8500.0,wa
86748,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39336,GWELUP-W Corp,10500.0,wa
86749,47081,Austral Pool Solutions Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,11000.0,L,W205,40881,Austral Pool Solutions - Malaga,11000.0,wa
86750,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,750.0,L,W205,39819,SCP#1 Aust Gold Reagents,750.0,wa
86751,39227,Australian Gold Reagents Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,750.0,L,W205,39820,SCP#2 Aust Gold Reagents,750.0,wa
86752,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,2000.0,L,W205,41353,CSBP #2 AN PLANT,2000.0,wa
86753,10091,CSBP Wesfarmers Limited,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,3000.0,L,W205,39303,CSBP #1 AN PLANT,3000.0,wa
86754,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10000.0,L,W205,30847,KWINANA (KWRP)-W Corp,10000.0,wa
86755,9820,BP Refinery (Kwinana) Pty Ltd,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,8000.0,L,W205,9821,BP Refinery (Kwinana) Pty Ltd,8000.0,wa
86756,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,10500.0,L,W205,39384,WOODMAN PT WA21- Do not use,10500.0,wa
86758,10071,Water Corporation WA - Main account,SODHYP12-B,Sodium Hypochlorite 12.5% (bulk),2011-01,7200.0,L,W205,39388,YOKINE WTP-W Corp,7200.0,wa
