,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,state of Sold-To Party
193133,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-04-20,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
193134,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-04-20,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
193135,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-04-20,1500.0,L,N106,27936,Australian Defence Force Academy,act
193538,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-04-06,2000.0,L,N106,36131,Canberra Olympic Pool,act
193539,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-04-06,4000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
193541,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-04-06,1200.0,L,N106,6086,Big Splash,act
193543,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-04-06,1200.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
193954,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-23,3000.0,L,N106,36131,Canberra Olympic Pool,act
193955,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-23,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
193956,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-23,3000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
193957,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-23,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
193958,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-23,1200.0,L,N106,6086,Big Splash,act
194437,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-09,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
194438,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-09,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
194439,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-09,4000.0,L,N106,5795,Australian Institute of Sport,act
194702,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-02,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
194703,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-02,3000.0,L,N106,36131,Canberra Olympic Pool,act
194704,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-02,2800.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
194705,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-02,3200.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
194708,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-03-02,3500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
195221,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-16,1500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
195224,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-16,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
195225,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-16,2000.0,L,N106,6086,Big Splash,act
195482,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-09,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
195487,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-09,1900.0,L,N106,36131,Canberra Olympic Pool,act
195489,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-09,3000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
195490,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-09,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
195491,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-09,1500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
195669,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-05,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
195758,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-02,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
195759,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-02,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
195760,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-02,1000.0,L,N106,5795,Australian Institute of Sport,act
195761,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-02-02,3500.0,L,N106,5795,Australian Institute of Sport,act
195990,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-26,3500.0,L,N106,36131,Canberra Olympic Pool,act
195991,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-26,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
195993,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-26,2000.0,L,N106,6086,Big Splash,act
195995,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-26,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
196266,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-19,2400.0,L,N106,19334,Royal Millitary College Duntroon,act
196268,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-19,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
196269,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-19,3000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
196270,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-19,1000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
196454,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-15,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
196564,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-12,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
196565,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-12,2000.0,L,N106,36131,Canberra Olympic Pool,act
196569,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-12,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
196574,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-11,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
196634,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-10,0.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
196869,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-05,1500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
196870,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-05,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
196871,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-05,2000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
196935,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2013-01-03,0.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
197093,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-29,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
197095,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-29,2000.0,L,N106,6086,Big Splash,act
197098,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-29,1000.0,L,N106,36131,Canberra Olympic Pool,act
197099,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-29,1000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
197100,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-29,1500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
197101,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-29,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
197102,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-29,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
197297,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-22,2000.0,L,N106,36131,Canberra Olympic Pool,act
197298,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-22,1000.0,L,N106,5795,Australian Institute of Sport,act
197299,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-22,2000.0,L,N106,5795,Australian Institute of Sport,act
197300,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-22,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
197301,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-22,1231.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
197302,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-22,2000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
197616,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-15,1500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
197617,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-15,2500.0,L,N106,36131,Canberra Olympic Pool,act
197618,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-15,2400.0,L,N106,19334,Royal Millitary College Duntroon,act
197620,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-15,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
197931,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-08,4000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
197932,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-08,4500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
197933,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-08,2000.0,L,N106,36131,Canberra Olympic Pool,act
198207,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-01,3000.0,L,N106,5795,Australian Institute of Sport,act
198208,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-01,1500.0,L,N106,6086,Big Splash,act
198209,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-01,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
198211,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-12-01,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
198670,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-19,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
198671,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-19,3000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
198689,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-19,2400.0,L,N106,19334,Royal Millitary College Duntroon,act
198843,53830,Icon Water Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-13,1500.0,L,N106,54254,ACT Electricity & Water,act
198948,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-10,3500.0,L,N106,36131,Canberra Olympic Pool,act
198949,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-10,3000.0,L,N106,5795,Australian Institute of Sport,act
198950,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-10,3000.0,L,N106,5795,Australian Institute of Sport,act
198951,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-10,4000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
198952,53830,Icon Water Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-10,1500.0,L,N106,54254,ACT Electricity & Water,act
199168,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-03,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
199169,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-03,2000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
199177,53830,Icon Water Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-03,1500.0,L,N106,54254,ACT Electricity & Water,act
199178,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-03,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
199179,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-11-03,2000.0,L,N106,6086,Big Splash,act
199626,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-10-20,1500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
199627,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-10-20,1500.0,L,N106,36131,Canberra Olympic Pool,act
199630,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-10-20,3000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
199631,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-10-20,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
199632,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-10-20,3000.0,L,N106,5795,Australian Institute of Sport,act
200035,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-10-06,3000.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
200036,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-10-06,2500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
200037,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-10-06,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
200622,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-09-15,1200.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
200623,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-09-15,900.0,L,N106,36131,Canberra Olympic Pool,act
200625,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-09-15,1500.0,L,N106,6086,Big Splash,act
200832,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-09-08,4200.0,L,N106,5795,Australian Institute of Sport,act
200833,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-09-08,3000.0,L,N106,5795,Australian Institute of Sport,act
200834,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-09-08,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
200835,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-09-08,4000.0,L,N106,54001,The Club Group Management Pty Ltd,act
200836,54001,The Club Group Management Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-09-08,2800.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
201430,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-08-11,1000.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
201431,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-08-11,1200.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
201433,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-08-11,1500.0,L,N106,6086,Big Splash,act
201569,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-08-03,1500.0,L,N106,36131,Canberra Olympic Pool,act
201570,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-08-03,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
201571,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-08-03,4500.0,L,N106,53936,Canberra Int. Sports and Aquatic Ce,act
202150,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-07-05,2500.0,L,N106,37271,Lakeside Leisure Centre (ACT),act
202154,53723,The Club Group Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-07-05,2000.0,L,N106,53723,The Club Group Pty Ltd,act
202162,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-07-05,2200.0,L,N106,5795,Australian Institute of Sport,act
202163,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-07-05,4300.0,L,N106,5795,Australian Institute of Sport,act
202164,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-07-05,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
202406,8883,ActewAGL Distribution,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-06-23,16000.0,L,N106,18178,ACT Electricity & Water,act
202492,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-06-19,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
202493,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-06-19,1500.0,L,N106,27936,Australian Defence Force Academy,act
202809,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-06-02,1100.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
203123,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-05-19,1700.0,L,N106,5795,Australian Institute of Sport,act
203126,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-05-19,1800.0,L,N106,6086,Big Splash,act
203809,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-04-21,2200.0,L,N106,5795,Australian Institute of Sport,act
203810,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-04-21,3200.0,L,N106,5795,Australian Institute of Sport,act
203812,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-04-21,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
204535,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-03-24,800.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
204734,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-03-17,3000.0,L,N106,5795,Australian Institute of Sport,act
204736,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-03-17,1500.0,L,N106,6086,Big Splash,act
205177,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-03-03,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
205178,8883,ActewAGL Distribution,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-03-03,1500.0,L,N106,18178,ACT Electricity & Water,act
205179,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-03-03,1500.0,L,N106,27936,Australian Defence Force Academy,act
205182,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-03-03,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
205430,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-27,1500.0,L,N106,27936,Australian Defence Force Academy,act
205431,22957,Spotless Services Limited,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-27,2500.0,L,N106,19334,Royal Millitary College Duntroon,act
205446,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-25,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
205447,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-25,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
205448,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-25,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
205708,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-18,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
205946,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-11,1500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
205948,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-11,1500.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
205950,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-11,4300.0,L,N106,5795,Australian Institute of Sport,act
205951,5795,Australian Institute of Sport,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-11,2200.0,L,N106,5795,Australian Institute of Sport,act
205952,6086,Big Splash,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-11,2000.0,L,N106,6086,Big Splash,act
206177,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-02-04,2500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
206451,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-01-28,2000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
206452,48816,Kings Macgregor (Operations) Pty Lt,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-01-28,1000.0,L,N106,48816,Kings Macgregor (Operations) Pty Lt,act
206690,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-01-21,1500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
206961,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-01-14,2000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
206962,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-01-14,1500.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
206965,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-01-13,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
207250,6091,Manuka Pool (C/- Bureau of Sport ),SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-01-07,1000.0,L,N106,6091,Manuka Pool (C/- Bureau of Sport ),act
207252,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2012-01-07,4000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
207632,5934,Dickson Aquatic Centre Pty Ltd,SODHYP13-B,SODIUM HYPOCHLORITE 13% - BULK,2011-12-24,1000.0,L,N106,5934,Dickson Aquatic Centre Pty Ltd,act
