,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,state of Sold-To Party
29244,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-12,40.0,TO,S106,20464,Happy Valley WTP,sa
29245,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-12,40.0,TO,S106,20464,Happy Valley WTP,sa
29246,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-12,40.0,TO,S106,20464,Happy Valley WTP,sa
29247,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-12,40.0,TO,S106,20464,Happy Valley WTP,sa
29248,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-12,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29249,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-12,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29259,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,26.0,TO,S106,12151,Swan Reach WTP,sa
29260,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,1.3,TO,S106,16760,Barmera WFP,sa
29261,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,13.0,TO,S106,16659,Loxton,sa
29262,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,5.0,TO,S106,41743,Berri WWTP (Hoskins Rd),sa
29263,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,7.86,TO,S106,16656,Renmark,sa
29264,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,37.0,TO,V127,9511,Anstey Hill WTP (Bulk),sa
29265,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,40.0,TO,S106,12514,Morgan WFP,sa
29266,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,25.0,TO,S106,9505,Myponga (Bulk),sa
29267,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
29268,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
29269,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,0.0,TO,S106,20464,Happy Valley WTP,sa
29270,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,0.0,TO,S106,20464,Happy Valley WTP,sa
29271,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
29272,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29273,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29279,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-11,40.0,TO,S106,20464,Happy Valley WTP,sa
29281,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,26.0,TO,S106,11612,Balhannah / Summit,sa
29283,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,20.0,TO,V127,9511,Anstey Hill WTP (Bulk),sa
29284,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,40.0,TO,S106,12514,Morgan WFP,sa
29285,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
29286,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
29287,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
29288,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
29289,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,0.0,TO,S106,20464,Happy Valley WTP,sa
29290,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,0.0,TO,S106,20464,Happy Valley WTP,sa
29291,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
29292,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29293,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29297,21193,Veolia Water Services (ANZ) Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-10,25.0,TO,V127,38777,White Swan WTP,sa
29304,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,26.0,TO,S106,12151,Swan Reach WTP,sa
29305,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,25.0,TO,S106,9505,Myponga (Bulk),sa
29311,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,26.0,TO,S106,11612,Balhannah / Summit,sa
29312,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,13.0,TO,S106,16658,Murray Bridge,sa
29313,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,13.0,TO,S106,16655,Tailem Bend,sa
29314,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,40.0,TO,S106,12514,Morgan WFP,sa
29315,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
29316,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
29317,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
29318,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29319,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29320,21193,Veolia Water Services (ANZ) Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-07,25.0,TO,V127,38776,Lal Lal WTP,sa
29325,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-06,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
29327,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-06,26.0,TO,S106,12151,Swan Reach WTP,sa
29328,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-06,40.0,TO,S106,12514,Morgan WFP,sa
29329,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-06,40.0,TO,S106,12514,Morgan WFP,sa
29330,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-06,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
29331,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-06,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
29332,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-06,25.0,TO,S106,20464,Happy Valley WTP,sa
29333,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-06,25.0,TO,S106,20464,Happy Valley WTP,sa
29334,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-06,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29335,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-06,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29338,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,40.0,TO,S106,20464,Happy Valley WTP,sa
29341,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,26.0,TO,S106,12151,Swan Reach WTP,sa
29342,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,4.0,TO,S106,16760,Barmera WFP,sa
29343,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,12.0,TO,S106,16659,Loxton,sa
29344,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,4.0,TO,S106,41743,Berri WWTP (Hoskins Rd),sa
29345,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,8.0,TO,S106,16656,Renmark,sa
29346,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,40.0,TO,S106,12514,Morgan WFP,sa
29347,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
29348,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
29349,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
29350,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,25.0,TO,S106,20464,Happy Valley WTP,sa
29351,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,40.0,TO,S106,20464,Happy Valley WTP,sa
29352,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-05,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29358,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,40.0,TO,S106,20464,Happy Valley WTP,sa
29359,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,26.0,TO,S106,12151,Swan Reach WTP,sa
29360,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,40.0,TO,S106,12514,Morgan WFP,sa
29361,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,25.0,TO,S106,9505,Myponga (Bulk),sa
29362,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
29363,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
29364,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,25.0,TO,S106,20464,Happy Valley WTP,sa
29365,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,25.0,TO,S106,20464,Happy Valley WTP,sa
29366,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,25.0,TO,S106,20464,Happy Valley WTP,sa
29367,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
29368,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29369,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29374,41154,District Council of Mt Barker,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2011-01-04,25.0,TO,S106,41162,Mt Barker WWTP,sa
29380,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29381,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,S106,37618,Victor Harbor WWTP,sa
29384,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,S106,11612,Balhannah / Summit,sa
29385,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,40.0,TO,S106,12514,Morgan WFP,sa
29386,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
29387,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
29388,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,S106,20464,Happy Valley WTP,sa
29389,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,S106,20464,Happy Valley WTP,sa
29390,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
29391,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29392,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29393,21193,Veolia Water Services (ANZ) Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-31,25.0,TO,V127,38777,White Swan WTP,sa
29396,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,10.0,TO,S106,16655,Tailem Bend,sa
29402,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,15.0,TO,S106,16658,Murray Bridge,sa
29403,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,40.0,TO,S106,12514,Morgan WFP,sa
29404,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,40.0,TO,S106,12514,Morgan WFP,sa
29405,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,25.0,TO,S106,20464,Happy Valley WTP,sa
29406,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,25.0,TO,S106,20464,Happy Valley WTP,sa
29407,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,25.0,TO,S106,20464,Happy Valley WTP,sa
29408,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
29409,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29410,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29417,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-30,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
29421,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-29,25.0,TO,S106,16655,Tailem Bend,sa
29422,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-29,40.0,TO,S106,12514,Morgan WFP,sa
29423,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-29,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29426,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-29,40.0,TO,S106,20464,Happy Valley WTP,sa
29427,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-29,25.0,TO,S106,20464,Happy Valley WTP,sa
29428,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-29,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
29432,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-24,25.0,TO,S106,12514,Morgan WFP,sa
29434,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-24,6.5,TO,S106,16658,Murray Bridge,sa
29436,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-24,5.2,TO,S106,16638,Mannum,sa
29437,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-24,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
29438,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-24,25.0,TO,S106,20464,Happy Valley WTP,sa
29439,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-24,25.0,TO,S106,20464,Happy Valley WTP,sa
29440,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-24,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
29441,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-24,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29442,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-24,25.0,TO,S106,12514,Morgan WFP,sa
29443,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-24,25.0,TO,S106,12514,Morgan WFP,sa
29445,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-23,25.03,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29455,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-23,25.0,TO,S106,20464,Happy Valley WTP,sa
29456,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-23,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29460,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-23,40.0,TO,S106,12514,Morgan WFP,sa
29461,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-23,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
29463,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-22,4.8,TO,S106,41743,Berri WWTP (Hoskins Rd),sa
29464,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-22,4.75,TO,S106,16637,Waikerie WTP,sa
29465,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-22,9.5,TO,S106,16659,Loxton,sa
29466,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-22,9.5,TO,S106,16656,Renmark,sa
29467,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-22,3.6,TO,S106,16760,Barmera WFP,sa
29474,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-22,40.0,TO,S106,20464,Happy Valley WTP,sa
29475,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-22,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29476,21193,Veolia Water Services (ANZ) Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-22,25.0,TO,V127,38776,Lal Lal WTP,sa
29481,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-22,40.0,TO,S106,12514,Morgan WFP,sa
29482,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-22,25.0,TO,S106,20464,Happy Valley WTP,sa
29489,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-21,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
29490,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-21,40.0,TO,S106,20464,Happy Valley WTP,sa
29491,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-21,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29499,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-21,25.0,TO,S106,20464,Happy Valley WTP,sa
29502,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-21,40.0,TO,S106,12514,Morgan WFP,sa
29503,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-20,25.0,TO,S106,9505,Myponga (Bulk),sa
29504,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-20,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
29505,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-20,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29508,21193,Veolia Water Services (ANZ) Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-20,25.0,TO,V127,41004,North Ballarat WWTP,sa
29512,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-20,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
29513,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-20,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
29514,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-20,25.0,TO,S106,20464,Happy Valley WTP,sa
29515,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-20,25.0,TO,S106,20464,Happy Valley WTP,sa
29520,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-17,6.9,TO,S106,17818,Mt Pleas WTP 272,sa
29526,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-17,19.0,TO,S106,12151,Swan Reach WTP,sa
29527,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-17,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29529,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-16,25.03,TO,S106,9510,Hope Valley Plant (Bulk),sa
29533,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-16,25.0,TO,S106,12151,Swan Reach WTP,sa
29534,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-16,1.5,TO,S106,16760,Barmera WFP,sa
29535,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-16,11.0,TO,S106,16659,Loxton,sa
29536,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-16,4.9,TO,S106,41743,Berri WWTP (Hoskins Rd),sa
29537,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-16,7.2,TO,S106,16656,Renmark,sa
29538,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-16,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
29539,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-16,40.0,TO,S106,20464,Happy Valley WTP,sa
29540,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-16,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29541,21193,Veolia Water Services (ANZ) Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-16,25.0,TO,V127,38776,Lal Lal WTP,sa
29546,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-15,40.0,TO,S106,20464,Happy Valley WTP,sa
29553,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-15,25.0,TO,S106,11612,Balhannah / Summit,sa
29554,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-15,25.0,TO,S106,16655,Tailem Bend,sa
29555,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-15,40.0,TO,S106,20464,Happy Valley WTP,sa
29556,9504,United Water International Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-15,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
29557,21193,Veolia Water Services (ANZ) Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2010-12-15,25.0,TO,V127,38777,White Swan WTP,sa
