,Sold-To Party,Name 1,Material,Description,Delivery Date,Confirmed Quantity,Sales Unit,Plant,Ship-To Party,Ship-to party name 1,state of Sold-To Party
11782,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-05,15.49,TO,S106,16659,Loxton,sa
11784,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-04,4.4,TO,S106,16659,Loxton,sa
11785,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-04,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11786,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-04,25.0,TO,S106,20464,Happy Valley WTP,sa
11787,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-04,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
11788,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-04,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11789,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-04,40.0,TO,S106,12514,Morgan WFP,sa
11790,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-04,5.8,TO,S106,16659,Loxton,sa
11791,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-04,3.2,TO,S106,16639,Berri Water Treatment Plant,sa
11792,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-04,5.2,TO,S106,16656,Renmark,sa
11800,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-03,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11801,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-03,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11802,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-03,25.0,TO,S106,9505,Myponga (Bulk),sa
11803,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-03,25.0,TO,S106,20464,Happy Valley WTP,sa
11804,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-03,25.0,TO,S106,20464,Happy Valley WTP,sa
11805,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-03,25.0,TO,S106,20464,Happy Valley WTP,sa
11806,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-03,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
11807,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-03,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11810,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-04-03,40.0,TO,S106,12514,Morgan WFP,sa
11813,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-31,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11814,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-31,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11815,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-31,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
11816,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-31,25.0,TO,S106,20464,Happy Valley WTP,sa
11817,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-31,25.0,TO,S106,20464,Happy Valley WTP,sa
11818,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-31,25.0,TO,S106,20464,Happy Valley WTP,sa
11819,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-31,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
11820,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-31,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11822,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-31,40.0,TO,S106,12514,Morgan WFP,sa
11824,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-31,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
11825,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,25.08,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11826,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,25.22,TO,S106,20464,Happy Valley WTP,sa
11827,41154,District Council of Mt Barker,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,25.0,TO,S106,41162,Mt Barker WWTP,sa
11828,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11829,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,25.0,TO,S106,20464,Happy Valley WTP,sa
11830,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,25.0,TO,S106,20464,Happy Valley WTP,sa
11831,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,25.0,TO,S106,20464,Happy Valley WTP,sa
11832,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
11833,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11834,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,40.0,TO,S106,12514,Morgan WFP,sa
11835,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,40.0,TO,S106,12514,Morgan WFP,sa
11836,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,25.0,TO,S106,11612,Balhannah / Summit,sa
11837,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,20.0,TO,S106,12151,Swan Reach WTP,sa
11838,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,3.2,TO,S106,16637,Waikerie WTP,sa
11839,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-30,1.3,TO,S106,16760,Barmera WFP,sa
11845,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-29,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11846,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-29,25.0,TO,S106,20464,Happy Valley WTP,sa
11847,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-29,25.0,TO,S106,20464,Happy Valley WTP,sa
11849,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-29,25.0,TO,S106,12514,Morgan WFP,sa
11850,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-29,25.0,TO,S106,12514,Morgan WFP,sa
11853,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-29,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
11854,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-29,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
11855,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-29,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11856,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-29,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11857,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-29,25.0,TO,S106,20464,Happy Valley WTP,sa
11858,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11859,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,25.0,TO,S106,12514,Morgan WFP,sa
11860,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,25.0,TO,S106,12514,Morgan WFP,sa
11861,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,10.4,TO,S106,12151,Swan Reach WTP,sa
11862,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,5.8,TO,S106,16659,Loxton,sa
11863,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,3.2,TO,S106,16639,Berri Water Treatment Plant,sa
11864,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,5.2,TO,S106,16656,Renmark,sa
11867,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
11868,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,25.0,TO,S106,20464,Happy Valley WTP,sa
11869,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,25.0,TO,S106,20464,Happy Valley WTP,sa
11870,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11871,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-28,25.0,TO,S106,20464,Happy Valley WTP,sa
11878,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-27,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11879,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-27,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
11880,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-27,25.0,TO,S106,20464,Happy Valley WTP,sa
11881,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-27,25.0,TO,S106,20464,Happy Valley WTP,sa
11882,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-27,25.0,TO,S106,20464,Happy Valley WTP,sa
11883,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-27,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
11884,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-27,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11885,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-27,40.0,TO,S106,12514,Morgan WFP,sa
11886,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-27,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11890,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-24,2.6,TO,S106,16638,Mannum,sa
11891,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-24,22.1,TO,S106,16658,Murray Bridge,sa
11892,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-24,40.0,TO,S106,12514,Morgan WFP,sa
11893,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-24,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11894,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-24,25.0,TO,S106,20464,Happy Valley WTP,sa
11900,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,25.0,TO,S106,16655,Tailem Bend,sa
11901,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,25.0,TO,S106,11612,Balhannah / Summit,sa
11902,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,25.0,TO,S106,12151,Swan Reach WTP,sa
11903,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,40.0,TO,S106,12514,Morgan WFP,sa
11904,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,40.0,TO,S106,12514,Morgan WFP,sa
11905,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11906,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
11907,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
11908,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,25.0,TO,S106,20464,Happy Valley WTP,sa
11909,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,25.0,TO,S106,20464,Happy Valley WTP,sa
11910,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-23,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11912,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,2.6,TO,S106,16760,Barmera WFP,sa
11915,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,40.0,TO,S106,12514,Morgan WFP,sa
11916,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,25.0,TO,S106,9505,Myponga (Bulk),sa
11917,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
11918,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,25.0,TO,S106,20464,Happy Valley WTP,sa
11919,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,25.0,TO,S106,20464,Happy Valley WTP,sa
11920,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,25.0,TO,S106,20464,Happy Valley WTP,sa
11921,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
11923,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11924,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11925,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-22,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11926,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-21,10.4,TO,S106,12151,Swan Reach WTP,sa
11927,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-21,5.8,TO,S106,16659,Loxton,sa
11928,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-21,3.2,TO,S106,16639,Berri Water Treatment Plant,sa
11929,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-21,5.2,TO,S106,16656,Renmark,sa
11930,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-21,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
11933,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-21,25.0,TO,S106,20464,Happy Valley WTP,sa
11934,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-21,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11935,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,25.0,TO,S106,16658,Murray Bridge,sa
11937,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11938,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11939,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
11940,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,40.0,TO,S106,20464,Happy Valley WTP,sa
11941,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,25.0,TO,S106,20464,Happy Valley WTP,sa
11942,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,25.0,TO,S106,20464,Happy Valley WTP,sa
11943,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,25.0,TO,S106,20464,Happy Valley WTP,sa
11944,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,40.0,TO,S106,12514,Morgan WFP,sa
11945,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,40.0,TO,S106,12514,Morgan WFP,sa
11946,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
11947,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-20,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11951,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-17,26.0,TO,S106,37618,Victor Harbor WWTP,sa
11955,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-17,40.0,TO,S106,12514,Morgan WFP,sa
11956,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-17,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
11957,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-17,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
11958,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-17,25.0,TO,S106,20464,Happy Valley WTP,sa
11959,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-17,25.0,TO,S106,20464,Happy Valley WTP,sa
11960,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-17,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
11961,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-17,25.0,TO,S106,11612,Balhannah / Summit,sa
11962,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-17,25.0,TO,S106,12151,Swan Reach WTP,sa
11967,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11968,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11969,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11970,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11971,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
11972,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,25.0,TO,S106,20464,Happy Valley WTP,sa
11973,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11974,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,1.3,TO,S106,16637,Waikerie WTP,sa
11975,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,1.3,TO,S106,16760,Barmera WFP,sa
11976,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,24.0,TO,S106,12538,Middle River,sa
11978,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-16,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
11979,41154,District Council of Mt Barker,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-15,1.0,TO,S106,41162,Mt Barker WWTP,sa
11983,41154,District Council of Mt Barker,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-15,25.0,TO,S106,41162,Mt Barker WWTP,sa
11984,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-15,40.0,TO,S106,12514,Morgan WFP,sa
11985,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-15,40.0,TO,S106,12514,Morgan WFP,sa
11986,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-15,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11987,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-15,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11988,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-15,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
11989,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-15,25.0,TO,S106,9511,Anstey Hill WTP (Bulk),sa
11990,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-15,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
11991,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-15,25.0,TO,S106,20464,Happy Valley WTP,sa
11992,41154,District Council of Mt Barker,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,0.0,TO,S106,41162,Mt Barker WWTP,sa
11994,41154,District Council of Mt Barker,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,2.6,TO,S106,61604,Meadows Treatment Plant,sa
11995,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,25.0,TO,S106,9509,Barossa WTP (Bulk),sa
11996,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,25.0,TO,S106,11612,Balhannah / Summit,sa
11997,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,25.0,TO,S106,12151,Swan Reach WTP,sa
11999,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
12000,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,25.0,TO,S106,9510,Hope Valley Plant (Bulk),sa
12001,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,25.0,TO,S106,20464,Happy Valley WTP,sa
12002,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,40.0,TO,S106,12514,Morgan WFP,sa
12003,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,25.0,TO,S106,20464,Happy Valley WTP,sa
12004,9477,SA Water Corporation,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-14,25.0,TO,S106,12528,Heathfield,sa
12006,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-10,25.0,TO,S106,11612,Balhannah / Summit,sa
12007,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-10,25.0,TO,S106,16655,Tailem Bend,sa
12008,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-10,22.1,TO,S106,12151,Swan Reach WTP,sa
12011,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-10,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
12012,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-10,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
12013,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-10,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
12014,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-10,25.0,TO,S106,20464,Happy Valley WTP,sa
12017,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-09,2.6,TO,S106,16638,Mannum,sa
12018,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-09,22.1,TO,S106,16658,Murray Bridge,sa
12019,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-09,10.4,TO,S106,12151,Swan Reach WTP,sa
12020,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-09,6.5,TO,S106,16659,Loxton,sa
12021,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-09,2.6,TO,S106,16639,Berri Water Treatment Plant,sa
12022,11611,Trility Pty Ltd,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-09,5.2,TO,S106,16656,Renmark,sa
12028,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-09,25.0,TO,S106,19399,Bolivar WWTP (Bulk),sa
12029,51745,ALLWATER,ALUSUL08-B,Alum Liquid Sulfate 8% Tonne,2017-03-09,25.0,TO,S106,9512,Little Para WTP (Bulk),sa
